ID;xstart;ystart;xend;yend
4098;553183.5938;5280569.824;553007.3853;5280780.762
4101;551515.2588;5281010.254;551658.1421;5281111.328
4102;550466.7358;5280501.953;550723.0225;5280833.008
4103;554087.6465;5280440.918;554080.4443;5280568.848
4104;556831.8481;5274367.188;557132.0801;5274661.133
4105;558004.5776;5275329.59;558175.6592;5275646.973
4106;557431.3965;5275687.988;557504.0283;5275825.684
4107;557544.3115;5276000;557731.2622;5276225.586
4108;555427.6733;5272764.648;555668.1519;5273021.484
4110;547151.1841;5271714.356;546830.5664;5271972.656
4111;547518.9819;5271587.402;547397.583;5271680.664
4112;546706.1157;5273250.977;546628.6621;5273448.731
4113;548921.5088;5270025.879;548313.2324;5270553.223
4114;548860.9619;5270810.059;548727.356;5270955.566
4115;546769.5923;5271821.289;546510.498;5271993.652
4116;557147.1558;5272675.293;557620.9717;5273287.109
4117;562303.1006;5278943.848;562544.1895;5279322.266
4118;556875.5493;5277294.434;556972.6562;5277656.738
4120;546391.7236;5276555.176;546332.8857;5276725.098
4121;546093.0786;5277041.016;546124.8169;5277248.047
4123;545769.043;5277503.418;545726.6235;5277754.395
4124;545540.4053;5277905.762;545475.5859;5278073.242
4125;544966.3086;5277831.055;544890.7471;5278073.731
4126;545349.4263;5277898.926;545196.2891;5278087.891
4127;544478.8818;5278505.859;544258.1787;5278733.887
4128;546187.3779;5277364.258;546156.6162;5277633.789
4129;546738.4644;5277335.449;546621.9482;5277729.004
4130;547401.123;5276917.481;547346.6187;5277146.973
4133;546484.6191;5277930.176;546426.3306;5278233.887
4134;546610.9619;5278164.551;546674.8047;5278450.195
4135;545710.6323;5278041.016;545549.4385;5278225.586
4137;545685.2417;5278533.691;545627.9297;5278737.305
4138;545840.21;5278564.941;545810.9131;5278776.856
4139;545900.5737;5278876.465;545928.5278;5279201.66
4140;545975.2808;5279365.234;545923.0347;5279532.715
4141;546271.3623;5279082.52;546216.0034;5279277.344
4142;546272.3999;5279423.828;546172.6074;5279672.852
4143;547093.5669;5277713.379;546946.6553;5277934.57
4144;547565.8569;5277827.148;547572.4487;5278098.145
4145;547323.7305;5277812.988;547307.251;5278165.527
4146;547554.4434;5278265.137;547589.1113;5278696.777
4147;546960.6934;5278548.34;547057.373;5278888.184
4148;547074.3408;5278447.266;547135.8032;5278629.395
4149;547272.7661;5278457.031;547295.2881;5278643.066
4150;546682.9224;5278655.762;546748.9014;5278965.82
4151;546529.6631;5278712.891;546654.48;5278983.887
4152;546569.7632;5279608.398;546426.8799;5279942.383
4153;547083.4351;5279582.52;546848.2056;5279490.234
4154;547348.0835;5279030.273;547466.2476;5279661.621
4155;547443.4814;5278790.527;547468.0786;5279105.469
4157;545767.334;5282361.816;545828.064;5282719.727
4158;545560.5469;5281641.602;545521.4844;5281943.848
4159;545515.7471;5281952.637;545489.4409;5282084.961
4160;545662.4146;5282044.434;545745.1172;5282236.328
4161;546044.4946;5279824.219;546089.7217;5279932.129
4162;545213.8672;5280155.762;545195.6787;5280562.988
4163;545479.7363;5280287.109;545472.8394;5280521.484
4164;545856.5674;5279962.402;545918.335;5280321.289
4165;545694.5801;5279982.422;545700.1343;5280214.844
4166;545738.8306;5280375.977;545814.4531;5280519.043
4167;545128.418;5280733.887;544836.9751;5281300.781
4168;545355.957;5280915.039;545304.1992;5281430.176
4169;545830.0781;5281143.555;545667.7856;5281389.648
4170;546118.4692;5280978.516;546144.6533;5281343.75
4171;544976.6846;5281553.711;544971.8628;5281759.766
4172;545349.4873;5281688.965;545324.585;5281953.613
4173;545172.2412;5282088.379;545088.623;5282186.035
4174;548577.1484;5280448.242;548648.4375;5280746.582
4175;548495.1172;5280800.781;548579.2847;5281029.297
4177;547348.7549;5283375;547527.8931;5283538.086
4178;547545.166;5283167.481;547578.3081;5283391.113
4179;547772.0337;5283150.879;547939.0259;5283250.977
4180;547621.8872;5283383.301;547794.0063;5283499.023
4181;547540.6494;5283578.125;547641.9067;5283665.039
4182;547761.1084;5282763.672;547784.668;5282901.856
4183;547337.4634;5282813.477;547344.7266;5283042.481
4186;547165.2222;5281571.289;547254.5166;5281724.121
4187;547291.9922;5281979.492;547451.416;5282204.59
4188;547141.3574;5282286.133;547347.4121;5282432.617
4189;546841.6138;5282140.625;546922.6685;5282386.719
4192;547765.0757;5284130.859;547923.584;5284311.035
4193;547960.9375;5284230.957;548075.1343;5284323.731
4194;547639.7095;5284563.965;547774.1699;5284670.898
4195;547592.2852;5284640.137;547718.75;5284751.953
4196;547281.4331;5284850.586;547456.665;5284981.934
4197;546906.5552;5284588.867;547004.5166;5284782.227
4199;547147.1558;5284937.012;547361.5112;5285036.133
4200;547208.374;5285163.086;547482.2998;5285143.066
4201;547304.1992;5285260.742;547524.8413;5285381.348
4202;547611.9385;5285322.754;547828.064;5285417.969
4204;548085.6323;5285456.055;548305.7861;5285400.879
4205;548071.7163;5285719.238;548121.46;5286163.574
4206;548919.1284;5285894.531;548894.8975;5286017.09
4207;548509.0332;5286039.551;548450.1343;5286202.148
4209;545710.144;5285535.645;545845.3369;5285924.316
4210;545959.4116;5286457.52;546091.6748;5286713.867
4211;546300.8423;5285791.992;546419.6167;5286068.848
4212;546404.2969;5286134.277;546462.2192;5286401.856
4213;546458.6792;5286435.059;546544.0063;5286681.152
4214;547206.4819;5286186.523;547413.269;5286338.379
4215;547219.8486;5286485.352;547372.2534;5286669.922
4216;546799.7437;5286269.531;546902.1606;5286478.027
4217;547250.9766;5286798.34;547447.5098;5286990.234
4218;546346.8018;5287552.734;546535.7666;5287980.957
4219;546225.769;5287927.246;546166.9922;5288067.871
4220;546631.0425;5288460.938;546860.2295;5288959.473
4221;545978.2715;5288479.981;546029.1748;5288622.07
4222;548877.6855;5292101.074;549081.3599;5292355.469
4223;548372.9858;5290736.328;548555.2368;5290975.098
4224;548684.082;5290755.371;548843.5669;5291003.906
4226;549395.874;5289409.668;549460.5103;5289674.316
4227;547698.3032;5291113.77;547786.2549;5291415.527
4228;547727.7832;5291550.293;547941.7114;5291940.918
4229;547613.7085;5291662.598;547656.5552;5291884.277
4230;547917.6636;5292042.969;548035.7666;5292453.125
4231;546790.2222;5291441.895;546843.9941;5291699.219
4232;547136.5967;5291982.91;547252.0142;5292229.981
4233;547952.8809;5292464.844;548038.4521;5293047.363
4235;548536.0718;5292751.465;548675.9033;5292880.371
4236;548654.541;5291539.551;548921.3867;5291921.875
4237;548432.312;5291936.523;548464.1724;5292678.711
4238;548404.1138;5292837.402;548740.6616;5293242.676
4239;548635.6201;5293413.574;548744.5679;5293595.703
4240;548475.3418;5293659.668;548553.5278;5293768.066
4241;548149.4751;5291672.852;548239.7461;5291971.191
4242;549775.0854;5293187.988;549975.8301;5293326.66
4244;549914.4897;5292013.672;549937.6831;5292259.766
4245;550409.8511;5295733.398;550494.812;5295869.141
4246;550268.9819;5295673.34;550332.7026;5295823.242
4247;552052.7344;5295777.344;552175.7812;5295956.055
4248;550853.8818;5296727.051;551031.0669;5296890.137
4249;525703.3691;5280268.066;525493.7744;5280451.172
4250;520751.4038;5282325.195;520587.5244;5282425.781
4251;531382.5073;5280072.754;531205.4443;5280686.523
4252;531765.8691;5280319.824;531410.6445;5281230.469
4253;533336.6699;5282647.461;533322.2656;5282914.063
4254;538176.3916;5288985.84;538466.6748;5289661.621
4255;539585.4492;5288946.777;539755.6152;5289285.645
4256;539384.5215;5293117.188;539567.0776;5293449.219
4257;536641.6626;5291187.988;536701.2329;5291407.715
4258;536560.791;5291625;536625.4883;5291877.93
4259;536401.8555;5291391.113;536382.8125;5291793.457
4260;535687.561;5290858.887;535711.3647;5291151.367
4261;536116.6992;5291373.535;536057.4341;5291675.293
4262;536754.9438;5292813.477;536840.6982;5293313.477
4263;536564.27;5293166.016;536551.4526;5293374.023
4264;533514.8315;5292071.289;533259.8877;5292233.887
4265;533194.8853;5291674.316;533116.272;5291853.516
4266;540110.7788;5291291.504;540177.8564;5291427.246
4267;543581.2378;5294642.09;543854.0039;5294822.754
4268;543508.606;5296027.832;543702.2705;5296309.082
4269;543249.0234;5296207.031;543379.8218;5296409.18
4271;541823.0591;5297446.289;541861.2671;5297640.625
4272;540712.7686;5297929.688;540776.2451;5298290.527
4273;541080.6885;5299071.289;541122.0093;5299359.863
4274;541117.981;5298601.074;541124.1455;5298907.715
4275;539220.8252;5298971.191;539273.8647;5299272.949
4276;540132.7515;5299288.086;539968.75;5299655.273
4277;534429.8706;5290819.336;534346.3135;5291165.039
4278;534580.1392;5291622.07;534419.7998;5291876.953
4279;534038.8184;5291657.715;533893.1274;5291865.234
4280;533422.8516;5290769.531;533333.6182;5290902.832
4282;539369.2627;5296657.715;539478.2715;5296875
4283;539870.4834;5296604.981;539977.1118;5296842.773
4302;570595.8252;5280376.465;570751.3428;5280398.438
4303;570447.7539;5280265.625;570578.064;5280305.176
4304;570384.4604;5279411.133;570570.3735;5279411.621
4305;570155.5176;5279536.133;570377.7466;5279458.984
4306;569898.0103;5280094.727;570067.2607;5279910.156
4309;567880.6152;5279547.852;568233.3374;5279551.758
4310;567510.9863;5280061.523;567780.8838;5280175.781
4311;568222.4121;5280317.871;568645.5078;5280454.102
4312;568023.2544;5280387.695;568149.6582;5280620.117
4313;569681.5186;5280432.617;569792.2974;5280536.133
4314;569999.1455;5281498.047;570354.6753;5281730.957
4315;568804.2603;5281176.27;568871.582;5281387.207
4316;568981.3232;5281616.211;569199.0967;5281841.797
4317;568447.0825;5278617.188;568746.7651;5278403.32
4318;568949.0356;5278300.781;569091.9189;5278248.535
4319;559632.6294;5275521.973;559902.5269;5275886.719
4320;559954.4067;5275785.645;560406.189;5276347.656
4321;560387.2681;5276084.961;560553.9551;5276295.41
4322;560469.5435;5276105.469;560663.147;5276321.289
4323;559471.0693;5275560.059;559613.8916;5275732.422
4324;558820.4956;5275709.473;558976.4404;5275903.809
4325;558208.374;5276361.816;558311.0352;5276532.227
4326;559806.2744;5280183.594;559882.4463;5280266.113
4327;559400.5737;5281155.273;559417.1143;5281314.941
4328;558719.8486;5281931.152;558776.7944;5282068.848
4330;557799.7437;5283368.164;557747.6196;5283486.816
4331;558432.251;5283663.574;558545.8374;5283916.992
4332;558642.1509;5283808.106;558737.915;5284090.82
4333;559100.647;5283859.863;559156.311;5284065.918
4334;556943.1763;5283195.801;557006.0425;5283418.457
4335;557122.5586;5283194.336;557147.0947;5283386.719
4337;557374.0845;5283531.25;557364.8682;5283731.934
4338;557379.5776;5284362.305;557350.2808;5284585.449
4339;558032.6538;5285008.301;558054.8706;5285152.832
4340;558309.082;5284368.652;558468.0786;5284690.43
4341;557295.2881;5284980.469;557297.9736;5285156.738
4343;557955.6885;5284807.129;558032.1045;5284985.352
4344;557663.5742;5284719.238;557727.8442;5284842.285
4345;559001.1597;5284300.293;559026.5503;5284465.332
4346;557247.6807;5284049.805;557309.9365;5284144.043
4347;555234.0088;5281854.492;555199.9512;5281997.559
4349;553612.3657;5282099.609;553633.9722;5282401.856
4351;553450.9888;5282219.238;553432.4951;5282460.449
4352;553643.7988;5282724.121;553450.1343;5282805.664
4353;552868.6523;5282387.695;552862.2437;5282562.5
4355;552164.3066;5282661.133;552201.1108;5282911.133
4356;550636.2915;5282278.32;550637.146;5282447.754
4357;550903.6865;5282391.113;550923.7671;5282556.641
4358;550986.9995;5282171.875;550842.2852;5282347.656
4359;550855.2246;5282528.32;550884.6436;5282654.297
4360;551466.4307;5281986.816;551387.146;5282152.344
4361;550388.4888;5281729.004;550487.4268;5281960.449
4362;550272.2778;5281824.707;550367.1875;5282001.465
4363;550548.584;5282736.328;550685.3638;5282911.621
4364;550688.1714;5282995.606;550767.8833;5283135.254
4365;550808.4717;5283399.902;550906.0059;5283559.082
4366;549684.4482;5283402.832;549747.6807;5283559.57
4367;550233.8257;5282970.215;550095.7031;5283145.02
4368;550270.2026;5283014.16;550253.2959;5283094.238
4369;549916.0767;5282824.707;549600.1587;5283085.449
4370;549861.2671;5282270.996;549930.3589;5282338.379
4371;550036.0718;5283210.449;550103.8208;5283346.191
4372;549802.1851;5283388.672;549884.3384;5283455.566
4373;505570.0073;5282241.699;505218.9941;5282341.309
4374;505649.9329;5281936.035;505369.4763;5282026.856
4375;505278.8696;5281898.926;504622.3755;5282143.066
4376;499109.7717;5283177.246;498848.3582;5283331.055
4377;498271.2097;5282950.684;498071.2891;5283097.656
4378;498080.8716;5283308.594;497876.5564;5283542.969
4379;497341.6748;5284207.52;497069.4275;5284363.281
4380;544690.3687;5278111.816;544643.9209;5278281.25
4381;544623.5352;5278282.715;544611.3281;5278374.512
4382;545591.6748;5277623.047;545507.4463;5277857.422
4384;557852.8442;5281114.746;557983.0322;5281450.195
4387;533048.0957;5281601.563;532984.436;5281902.344
4388;532987.6709;5281373.047;532909.4238;5281652.344
4389;552172.5464;5273449.219;552219.1772;5273608.887
4390;551867.1265;5273044.434;551873.9014;5273252.93
4391;552154.1748;5272925.293;552163.8794;5273128.906
4393;517947.2046;5292374.023;517825.5615;5292620.606
4394;517490.6006;5292408.691;517427.7954;5292525.391
4395;516978.6987;5292069.824;516878.9673;5292217.773
4396;561111.4502;5278305.176;561238.5254;5278520.996
4397;554347.3511;5273469.238;554432.8613;5273717.285
4398;524801.0864;5290266.602;524631.1646;5290526.856
4399;517146.3013;5288686.523;516961.3647;5288948.731
4400;521251.0376;5283135.254;521005.9204;5283366.699
4402;519432.4951;5290437.012;519311.1572;5290681.641
4403;558863.4033;5276336.914;559135.437;5276770.508
4405;528144.8364;5286870.606;528113.0981;5287048.34
4406;528033.3862;5286528.809;527901.1841;5286796.875
4407;560117.6758;5281961.426;560343.9331;5282161.133
4408;510025.177;5283937.5;509888.2141;5284105.957
4409;533073.8525;5282815.918;533043.7012;5283009.277
4410;552962.6465;5279855.469;553034.9121;5280006.348
4411;552832.0923;5279747.559;552898.3154;5279891.113
4412;521234.1919;5283812.012;520946.167;5284262.207
4413;520891.1133;5284424.805;520554.6265;5284737.793
4414;520830.5054;5284758.789;520597.229;5285055.664
4415;523119.4458;5284391.113;523008.3008;5284490.723
4416;521530.7007;5284377.441;521398.6206;5284526.856
4417;551186.7065;5272580.566;551207.2144;5272690.43
4418;518878.0518;5290637.207;518780.7007;5290764.648
4419;555416.8701;5276050.293;555492.2485;5276183.106
4420;513819.3359;5290650.391;513696.8384;5290844.238
4421;516777.71;5290509.766;516595.7642;5290698.731
4423;561977.9663;5278624.023;562044.5557;5278827.637
4424;561519.7144;5278253.906;561699.585;5278601.074
4425;553310.9131;5274730.469;553382.4463;5274843.262
4426;557740.1733;5275774.414;558003.418;5276107.422
4427;557441.8945;5275514.648;557703.7964;5275799.805
4428;525110.7788;5291084.961;525012.5732;5291314.941
4430;514793.8232;5290224.121;514579.4067;5290418.945
4431;514990.4175;5290395.508;514849.7925;5290536.133
4432;534319.6411;5282907.227;534301.7578;5283129.395
4433;559966.4917;5281218.75;559942.688;5281377.441
4434;559912.4146;5281382.324;559832.9468;5281489.746
4435;560036.2549;5281541.016;560003.7842;5281712.891
4437;561258.9722;5281186.035;561295.4712;5281311.035
4438;535056.7627;5290005.859;535072.3877;5290149.902
4439;539145.1416;5293029.785;539239.502;5293436.035
4440;505003.418;5286375.977;504875.1526;5286508.789
4441;505170.3491;5285772.461;504930.6335;5285995.117
4442;504744.6899;5286021.973;504559.6008;5286118.652
4443;537347.8394;5290097.656;537385.5591;5290544.434
4444;518091.3696;5288443.848;517950.6226;5288614.746
4445;517914.2456;5288775.391;517706.7871;5289129.883
4446;516807.6782;5292596.191;516797.0581;5292695.801
4447;516886.4746;5292269.531;516723.0835;5292459.473
4450;553571.2891;5280005.371;553567.9932;5280168.945
4451;537634.1553;5284221.191;537673.0347;5284391.113
4452;537853.4546;5285879.395;537935.2417;5286172.852
4453;538883.8501;5288296.875;539167.7246;5289109.375
4454;536086.6699;5289321.289;536107.8491;5289537.598
4455;536206.604;5289408.203;536236.9385;5289597.656
4456;553752.8687;5277829.102;553913.5742;5277986.816
4457;554143.9819;5278525.391;554209.3506;5278724.609
4458;554277.6489;5278458.008;554291.9312;5278732.91
4459;505107.9407;5287546.387;504979.2786;5287654.785
4461;549125.6714;5286115.723;549235.5347;5286198.731
4462;517267.2729;5289829.102;517038.269;5290018.066
4463;560302.7344;5282182.129;560404.48;5282258.789
4464;553709.0454;5277918.945;553730.2246;5278053.711
4465;553781.5552;5277933.106;553832.8247;5278045.898
4466;545583.6792;5276958.008;545621.2158;5277125.977
4467;547171.6309;5271815.918;546984.9243;5271951.172
4468;551658.5083;5296066.406;551659.4238;5296314.453
4469;551103.9429;5296377.93;551146.4233;5296612.305
4470;518360.5957;5292511.719;518269.7754;5292666.992
4471;511705.1392;5285328.125;511378.0823;5285609.863
4472;555113.5864;5277729.981;555169.1284;5277970.215
4473;555139.5874;5277577.637;555132.8735;5277669.922
4474;538971.1304;5293059.57;539064.0869;5293253.418
4475;545630.188;5273193.848;545174.5605;5273382.813
4476;520335.5713;5290881.836;520363.3423;5291025.391
4477;520487.5488;5291025.879;520527.8931;5291170.898
4478;564593.3838;5283678.711;564569.9463;5283852.539
4479;564392.8223;5283859.863;564478.5156;5284061.523
4480;522248.291;5283480.957;522155.3345;5283687.988
4481;522239.1357;5282993.652;522014.8315;5283308.594
4482;522574.2798;5282676.758;522441.7114;5282789.063
4483;552753.7842;5274468.75;552951.5991;5274709.473
4484;563836.2427;5283307.617;563841.6138;5283620.606
4485;563987.4268;5283156.738;563976.3184;5283406.738
4487;564844.1772;5283710.938;564924.9878;5283982.91
4489;553840.6982;5271985.84;554188.0493;5272374.512
4490;551647.3999;5272041.016;551544.7998;5272286.133
4491;551386.1694;5271781.25;551281.1279;5272151.856
4492;557187.1338;5272398.438;557559.9365;5272876.953
4493;562721.3135;5277852.051;562963.3789;5278086.426
4494;554578.7964;5271518.066;554911.1328;5272139.648
4495;563475.0977;5280236.816;563660.3394;5280542.481
4496;556166.687;5272782.715;556474.5483;5273013.672
4497;562313.2324;5284998.535;562356.8726;5285200.684
4499;548829.5898;5274309.082;548747.8027;5274571.777
4500;559494.1406;5278055.176;559563.3545;5278246.094
4501;562746.7041;5286495.117;562745.0562;5286753.906
4502;550822.5098;5268143.555;550304.1992;5268426.758
4503;554370.0562;5270500.488;554926.0254;5271418.457
4504;556482.5439;5271259.766;556835.7544;5271891.113
4505;557663.4521;5272582.52;558806.4575;5273951.172
4506;562511.2305;5278541.992;562759.3384;5278787.598
4507;536236.0229;5287913.086;536285.2173;5288077.637
4508;532833.313;5280575.195;532782.8979;5280778.809
4509;533059.082;5280692.383;532888.855;5280850.098
4510;533494.5068;5280057.617;533003.3569;5280611.328
4511;507327.3926;5284682.129;507204.5898;5284797.363
4512;507268.7683;5284522.461;507173.584;5284626.953
4516;534119.9341;5281559.57;534080.4443;5281765.137
4517;527521.5454;5289876.465;527390.3809;5290170.898
4518;511276.5198;5282352.539;510871.1548;5282499.512
4519;508356.1096;5283475.586;507995.3003;5283693.359
4520;508690.094;5283770.02;508307.251;5283879.883
4529;508016.7542;5285321.777;507863.0371;5285467.285
4530;508358.8562;5285169.434;507995.0562;5285535.645
4531;519103.0273;5287073.242;518986.7554;5287215.82
4532;518129.5166;5290235.84;517972.5342;5290537.598
4534;529732.1167;5289381.348;529730.4688;5289564.453
4535;529573.4863;5290398.926;529536.438;5290569.824
4537;564663.7573;5284710.938;564776.9165;5284811.523
4538;524078.8574;5284174.805;523841.7969;5284440.918
4539;523634.2773;5283783.691;523564.5752;5283880.859
4540;525493.7744;5283142.578;525457.7637;5283352.051
4541;534490.5396;5283498.535;534516.5405;5283896.973
4542;558776.3672;5279833.008;558874.3896;5279937.5
4543;555386.7798;5275562.012;555504.6997;5275719.238
4544;545399.9634;5273840.332;545294.6777;5273960.449
4545;547695.9839;5274551.27;547466.3086;5274644.531
4546;547795.4102;5274531.25;547726.6235;5274612.793
4547;552395.1416;5272681.641;552501.4038;5272833.984
4548;558309.2651;5273778.809;558728.2715;5274263.672
4549;560206.3599;5277112.305;560388.7939;5277224.609
4550;559831.7871;5276702.148;559963.623;5276884.766
4551;558648.9258;5276555.176;558757.7515;5276705.078
4552;560565.3076;5276961.914;560705.3223;5277172.852
4553;560320.3125;5276704.59;560410.7056;5276882.324
4554;561540.9546;5277486.328;561934.3262;5278031.25
4555;533794.4946;5283034.668;533827.3926;5283695.801
4556;522041.0156;5282444.336;521919.3115;5282557.617
4557;522002.1362;5282708.008;521820.1294;5282890.625
4558;521575.9277;5283369.141;521282.1045;5283648.438
4559;563868.2251;5279856.934;564010.6201;5280206.543
4560;548877.8076;5273706.055;548769.3481;5273806.641
4561;548769.7144;5273702.637;548601.6235;5273781.738
4563;505484.5581;5285911.621;505111.9385;5286169.922
4564;503896.0266;5286930.664;503800.3235;5287070.313
4565;504680.6641;5286441.406;504548.3704;5286510.254
4566;504531.8604;5286397.461;504291.7175;5286581.543
4571;564162.6587;5282817.871;564100.769;5283068.848
4572;552091.4917;5276708.496;552111.145;5276864.746
4573;511075.9583;5283421.387;510977.5391;5283521.484
4574;509970.0012;5283759.277;509897.8882;5283856.445
4575;510613.1592;5284210.449;510327.0264;5284523.438
4576;510903.4119;5284041.016;510706.2683;5284216.797
4577;509332.6416;5283218.262;509026.3367;5283428.711
4578;512964.2944;5283153.32;512643.6157;5283443.848
4580;508729.6448;5284923.34;508530.7007;5285195.313
4581;509490.3259;5285294.434;509286.3464;5285576.66
4582;509623.4436;5285462.891;509502.4109;5285617.676
4583;506051.1169;5287452.637;505801.2085;5287657.715
4585;501704.895;5287478.027;501391.6016;5287625.488
4586;551828.4912;5274331.055;551826.4771;5274441.895
4587;552031.6772;5278189.941;552048.2788;5278419.922
4588;551852.2339;5278436.523;551843.2007;5278677.734
4589;550420.2271;5281045.41;550448.0591;5281168.457
4590;547742.6758;5282975.586;547871.0327;5283045.41
4591;547421.6919;5284447.754;547529.7241;5284549.805
4592;547308.0444;5284544.922;547516.7236;5284703.613
4593;552686.4624;5274844.727;552684.8755;5274963.867
4594;564950.2563;5283722.168;565055.542;5283862.305
4595;507130.7983;5287168.945;507033.4167;5287270.508
4596;507277.5269;5287052.246;507229.0344;5287090.82
4598;510093.3533;5282263.184;509899.0479;5282283.691
4599;503794.6167;5285943.848;503286.2549;5286132.813
4600;503771.4539;5286387.695;503507.5684;5286512.207
4601;502756.5002;5286371.094;502280.9448;5286670.41
4602;503521.3013;5286310.059;503364.9597;5286406.25
4603;501457.1838;5288114.258;501382.2327;5288300.293
4604;499841.6443;5289309.57;499703.6743;5289489.258
4605;500474.5483;5288599.609;500295.929;5288751.465
4606;511998.9624;5286690.43;511835.8459;5286996.582
4609;520715.6982;5288387.695;520424.5605;5288948.731
4610;558283.2642;5278862.793;558524.0479;5279229.492
4611;505139.9231;5287681.152;504940.1855;5287879.883
4613;504876.709;5288410.156;504749.054;5288564.941
4614;505050.6897;5288273.438;504963.4094;5288473.633
4615;555593.3838;5284042.481;555546.6309;5284523.926
4616;509681.7322;5282707.52;509096.5271;5282913.574
4617;501540.7715;5287158.691;501303.7109;5287296.387
4618;519443.4204;5283363.281;519379.1504;5283544.434
4619;518818.6646;5285409.18;518672.2412;5285604.004
4621;519641.7236;5286278.809;519395.2026;5286557.129
4622;512321.2891;5284549.316;511917.7246;5285171.387
4623;506426.5137;5284491.699;506023.0713;5284684.082
4624;506758.2092;5284594.238;506249.5422;5284814.941
4625;501357.2693;5286687.012;501153.9307;5286803.223
4626;501051.9409;5287089.356;500718.4753;5287313.477
4627;502507.9956;5287862.793;501973.5413;5288380.371
4628;526472.229;5284979.492;526252.6855;5285198.242
4629;526962.1582;5284546.875;526727.9663;5284824.219
4631;526478.5156;5283749.023;526137.5122;5284104.492
4634;526573.3032;5283118.652;526465.1489;5283310.059
4635;526878.2959;5282811.035;526715.7593;5282841.797
4636;528860.0464;5283596.68;528681.1523;5283777.344
4637;528486.5723;5283635.742;528332.9468;5283833.496
4644;537049.8047;5286099.609;537106.8115;5286218.75
4645;537225.3418;5286423.34;537304.8096;5286726.074
4652;524500.061;5289207.52;524078.5522;5289543.945
4653;527903.8086;5290229.492;527868.2861;5290431.152
4654;527858.1543;5290439.941;527898.1323;5290665.039
4655;537856.8115;5284082.52;538112.1216;5285058.594
4656;543244.812;5294562.988;543732.2388;5295228.516
4657;570630.6763;5279856.934;570665.3442;5280120.117
4659;508225.3723;5285598.633;508011.0474;5285887.207
4660;508327.6367;5285859.863;508152.2217;5285923.34
4661;545381.7139;5278638.184;545255.8594;5278832.52
4662;548920.7153;5286698.242;549143.4326;5286940.918
4671;565820.8008;5281611.816;566178.5278;5281788.574
4672;566549.5605;5281706.055;566747.2534;5281828.125
4673;567113.8306;5282134.277;567311.7676;5282290.039
4675;557319.6411;5286625.488;557374.8779;5286826.172
4676;557522.0947;5286953.125;557544.0063;5287156.738
4677;557702.5146;5285697.754;557793.8232;5285902.832
4678;557642.7612;5286012.207;557691.1621;5286378.906
4679;557835.9985;5286590.82;557912.1704;5286880.859
4680;558081.8481;5287109.375;558094.6655;5287432.129
4681;557668.5791;5287104.492;557695.4346;5287354.492
4685;552929.3823;5277411.621;552933.8989;5277532.715
4686;552566.9556;5277200.684;552571.5332;5277431.641
4687;551904.9683;5277317.871;551860.2905;5277495.117
4688;552068.2983;5277255.371;552095.52;5277427.734
4689;550494.6899;5277569.336;550548.4619;5277814.941
4691;550116.1499;5278647.949;550209.8389;5279071.777
4692;550598.7549;5278692.383;550632.0801;5279108.398
4693;549524.1089;5279035.156;549498.5962;5279374.512
4694;549860.7788;5279429.199;549889.8926;5279674.316
4695;550075.5005;5279340.332;550187.7441;5279720.703
4696;552444.8242;5279130.371;552508.3008;5279277.832
4697;551719.5435;5280049.805;551666.8701;5280247.559
4698;550815.0024;5279667.969;550966.7969;5279866.211
4699;551195.0073;5279432.617;551326.7822;5279895.996
4701;550599.5483;5280136.231;550734.8633;5280315.918
4702;550404.2969;5279940.43;550436.4014;5280256.348
4703;549908.0811;5280036.621;549934.5093;5280247.559
4704;548766.1133;5280130.371;548869.3237;5280395.996
4705;549423.645;5280315.918;549378.479;5280557.617
4706;550168.457;5280485.352;550140.9912;5280736.328
4707;549752.8076;5280800.781;549814.4531;5280991.699
4708;550996.2158;5280769.531;550922.1191;5280950.684
4709;507119.1711;5285461.426;506769.5923;5285754.395
4710;522937.0728;5287256.348;522729.0649;5287545.898
4711;525121.0938;5283482.91;524943.1763;5283720.703
4712;524789.4287;5280340.82;524552.3682;5280443.848
4713;520356.2622;5292433.594;520290.5884;5292674.805
4714;554435.3027;5281871.582;554386.3525;5282127.441
4715;558238.6475;5280720.215;558145.9961;5280790.527
4716;552647.8882;5277246.094;552686.8896;5277431.641
4721;546263.1226;5270236.328;545677.8564;5270845.703
4722;549514.0991;5273678.223;549142.0898;5274002.441
4723;549877.7466;5273637.207;549670.166;5273722.656
4724;550153.5645;5273658.203;550050.9033;5273828.613
4727;562643.6768;5280431.152;562635.6812;5280610.84
4729;487485.1074;5266044.434;487049.1028;5265936.523
4730;502716.156;5271310.059;501936.2183;5271484.863
4731;501742.4622;5261306.641;501601.5015;5261225.586
4732;500551.9409;5261633.789;500475.2197;5261557.129
4733;495831.2378;5262175.293;495584.6558;5262294.922
4734;496407.2876;5262564.941;496047.3633;5262624.512
4735;496942.5049;5262662.109;496552.8564;5262747.559
4736;498768.8293;5259755.859;498727.6001;5259654.785
4737;498630.6458;5259180.664;498552.9785;5258932.617
4738;504550.4761;5263938.965;503894.989;5263707.52
4739;504357.5745;5266864.746;503695.5566;5266861.328
4740;504697.1436;5267236.816;504028.3203;5267439.941
4741;505927.2766;5271517.09;505554.2603;5271514.648
4742;507288.147;5271828.125;506434.906;5271605.469
4743;505214.4165;5271523.926;504720.9167;5271474.121
