Iter 1: loss=0.098, precip=1.050, T=8.950
Iter 2: loss=0.091, precip=1.091, T=8.910
Iter 3: loss=0.086, precip=1.127, T=8.874
Iter 4: loss=0.082, precip=1.157, T=8.844
Iter 5: loss=0.078, precip=1.189, T=8.812
Iter 6: loss=0.074, precip=1.225, T=8.776
Iter 7: loss=0.071, precip=1.257, T=8.744
Iter 8: loss=0.068, precip=1.285, T=8.716
Iter 9: loss=0.065, precip=1.310, T=8.691
Iter 10: loss=0.062, precip=1.333, T=8.669
Iter 11: loss=0.059, precip=1.362, T=8.640
Iter 12: loss=0.056, precip=1.389, T=8.613
Iter 13: loss=0.053, precip=1.412, T=8.590
Iter 14: loss=0.051, precip=1.442, T=8.560
Iter 15: loss=0.047, precip=1.469, T=8.533
Iter 16: loss=0.044, precip=1.499, T=8.503
Iter 17: loss=0.041, precip=1.526, T=8.475
Iter 18: loss=0.038, precip=1.551, T=8.449
Iter 19: loss=0.036, precip=1.574, T=8.425
Iter 20: loss=0.034, precip=1.595, T=8.404
Iter 21: loss=0.032, precip=1.614, T=8.385
Iter 22: loss=0.030, precip=1.637, T=8.360
Iter 23: loss=0.028, precip=1.658, T=8.337
Iter 24: loss=0.026, precip=1.677, T=8.316
Iter 25: loss=0.025, precip=1.694, T=8.297
Iter 26: loss=0.024, precip=1.710, T=8.280
Iter 27: loss=0.022, precip=1.725, T=8.264
Iter 28: loss=0.021, precip=1.738, T=8.249
Iter 29: loss=0.020, precip=1.750, T=8.236
Iter 30: loss=0.018, precip=1.761, T=8.224
Iter 31: loss=0.017, precip=1.771, T=8.213
Iter 32: loss=0.016, precip=1.784, T=8.199
Iter 33: loss=0.015, precip=1.796, T=8.186
Iter 34: loss=0.014, precip=1.820, T=8.162
Iter 35: loss=0.012, precip=1.841, T=8.140
Iter 36: loss=0.010, precip=1.860, T=8.119
Iter 37: loss=0.009, precip=1.878, T=8.100
Iter 38: loss=0.007, precip=1.895, T=8.083
Iter 39: loss=0.006, precip=1.910, T=8.066
Iter 40: loss=0.005, precip=1.930, T=8.046
Iter 41: loss=0.003, precip=1.949, T=8.026
Iter 42: loss=0.002, precip=1.966, T=8.007
Iter 43: loss=0.001, precip=1.982, T=7.991
Iter 44: loss=0.002, precip=1.996, T=7.976
Iter 45: loss=0.003, precip=2.009, T=7.963
