Iter 1: loss=0.046, precip=1.950, T=6.050
Iter 2: loss=0.042, precip=1.912, T=6.088
Iter 3: loss=0.039, precip=1.883, T=6.117
Iter 4: loss=0.037, precip=1.854, T=6.146
Iter 5: loss=0.035, precip=1.826, T=6.173
Iter 6: loss=0.033, precip=1.800, T=6.199
Iter 7: loss=0.032, precip=1.777, T=6.222
Iter 8: loss=0.031, precip=1.757, T=6.242
Iter 9: loss=0.030, precip=1.739, T=6.260
Iter 10: loss=0.029, precip=1.723, T=6.276
Iter 11: loss=0.027, precip=1.709, T=6.290
Iter 12: loss=0.026, precip=1.696, T=6.303
Iter 13: loss=0.025, precip=1.682, T=6.316
Iter 14: loss=0.023, precip=1.670, T=6.328
Iter 15: loss=0.023, precip=1.655, T=6.343
Iter 16: loss=0.022, precip=1.641, T=6.357
Iter 17: loss=0.021, precip=1.628, T=6.370
Iter 18: loss=0.020, precip=1.616, T=6.383
Iter 19: loss=0.019, precip=1.603, T=6.396
Iter 20: loss=0.017, precip=1.592, T=6.407
Iter 21: loss=0.017, precip=1.582, T=6.418
Iter 22: loss=0.016, precip=1.572, T=6.428
Iter 23: loss=0.015, precip=1.563, T=6.437
Iter 24: loss=0.015, precip=1.555, T=6.445
Iter 25: loss=0.014, precip=1.548, T=6.452
Iter 26: loss=0.014, precip=1.541, T=6.459
Iter 27: loss=0.013, precip=1.535, T=6.465
Iter 28: loss=0.012, precip=1.530, T=6.471
Iter 29: loss=0.012, precip=1.524, T=6.477
Iter 30: loss=0.011, precip=1.519, T=6.483
Iter 31: loss=0.011, precip=1.514, T=6.487
Iter 32: loss=0.011, precip=1.510, T=6.492
Iter 33: loss=0.010, precip=1.506, T=6.496
Iter 34: loss=0.010, precip=1.500, T=6.502
Iter 35: loss=0.009, precip=1.494, T=6.507
Iter 36: loss=0.009, precip=1.489, T=6.513
Iter 37: loss=0.009, precip=1.483, T=6.518
Iter 38: loss=0.008, precip=1.479, T=6.523
Iter 39: loss=0.008, precip=1.474, T=6.527
Iter 40: loss=0.008, precip=1.470, T=6.531
Iter 41: loss=0.008, precip=1.466, T=6.535
Iter 42: loss=0.008, precip=1.460, T=6.542
Iter 43: loss=0.007, precip=1.453, T=6.548
Iter 44: loss=0.006, precip=1.448, T=6.553
Iter 45: loss=0.006, precip=1.443, T=6.558
Iter 46: loss=0.006, precip=1.438, T=6.563
Iter 47: loss=0.005, precip=1.432, T=6.569
Iter 48: loss=0.005, precip=1.426, T=6.575
Iter 49: loss=0.005, precip=1.421, T=6.580
Iter 50: loss=0.005, precip=1.417, T=6.585
Iter 51: loss=0.004, precip=1.414, T=6.589
Iter 52: loss=0.004, precip=1.410, T=6.594
Iter 53: loss=0.004, precip=1.407, T=6.598
Iter 54: loss=0.003, precip=1.404, T=6.601
Iter 55: loss=0.003, precip=1.400, T=6.606
Iter 56: loss=0.003, precip=1.396, T=6.611
Iter 57: loss=0.002, precip=1.393, T=6.615
Iter 58: loss=0.002, precip=1.390, T=6.619
Iter 59: loss=0.002, precip=1.388, T=6.623
Iter 60: loss=0.002, precip=1.385, T=6.626
Iter 61: loss=0.002, precip=1.383, T=6.629
Iter 62: loss=0.001, precip=1.381, T=6.632
Iter 63: loss=0.001, precip=1.379, T=6.635
Iter 64: loss=0.001, precip=1.377, T=6.638
Iter 65: loss=0.001, precip=1.375, T=6.640
Iter 66: loss=0.001, precip=1.373, T=6.642
Iter 67: loss=0.001, precip=1.372, T=6.644
Iter 68: loss=0.001, precip=1.370, T=6.646
Iter 69: loss=0.001, precip=1.369, T=6.648
Iter 70: loss=0.001, precip=1.368, T=6.649
Iter 71: loss=0.001, precip=1.367, T=6.650
Iter 72: loss=0.001, precip=1.366, T=6.652
Iter 73: loss=0.001, precip=1.365, T=6.653
Iter 74: loss=0.001, precip=1.365, T=6.654
Iter 75: loss=0.002, precip=1.364, T=6.654
Iter 76: loss=0.002, precip=1.364, T=6.655
Iter 77: loss=0.002, precip=1.363, T=6.656
Iter 78: loss=0.002, precip=1.363, T=6.656
Iter 79: loss=0.002, precip=1.363, T=6.656
Iter 80: loss=0.002, precip=1.363, T=6.657
Iter 81: loss=0.002, precip=1.363, T=6.657
Iter 82: loss=0.002, precip=1.363, T=6.657
Iter 83: loss=0.002, precip=1.362, T=6.657
Iter 84: loss=0.002, precip=1.362, T=6.658
Iter 85: loss=0.002, precip=1.362, T=6.658
Iter 86: loss=0.002, precip=1.362, T=6.658
Iter 87: loss=0.002, precip=1.362, T=6.658
Iter 88: loss=0.002, precip=1.362, T=6.658
Iter 89: loss=0.002, precip=1.362, T=6.658
Iter 90: loss=0.002, precip=1.362, T=6.658
Iter 91: loss=0.002, precip=1.362, T=6.658
Iter 92: loss=0.002, precip=1.362, T=6.658
Iter 93: loss=0.002, precip=1.362, T=6.658
Iter 94: loss=0.002, precip=1.362, T=6.658
Iter 95: loss=0.002, precip=1.363, T=6.658
Iter 96: loss=0.002, precip=1.363, T=6.658
Iter 97: loss=0.002, precip=1.363, T=6.658
Iter 98: loss=0.002, precip=1.363, T=6.658
Iter 99: loss=0.002, precip=1.363, T=6.658
Iter 100: loss=0.002, precip=1.363, T=6.658
