Iter 1: loss=0.216, precip=0.150, T=9.050
Iter 2: loss=0.229, precip=0.176, T=9.019
Iter 3: loss=0.223, precip=0.200, T=8.993
Iter 4: loss=0.216, precip=0.220, T=8.972
Iter 5: loss=0.211, precip=0.237, T=8.954
Iter 6: loss=0.208, precip=0.267, T=8.924
Iter 7: loss=0.202, precip=0.299, T=8.893
Iter 8: loss=0.193, precip=0.330, T=8.865
Iter 9: loss=0.187, precip=0.361, T=8.837
Iter 10: loss=0.181, precip=0.391, T=8.811
Iter 11: loss=0.174, precip=0.417, T=8.788
Iter 12: loss=0.170, precip=0.444, T=8.765
Iter 13: loss=0.163, precip=0.477, T=8.734
Iter 14: loss=0.157, precip=0.496, T=8.721
Iter 15: loss=0.154, precip=0.516, T=8.707
Iter 16: loss=0.151, precip=0.535, T=8.694
Iter 17: loss=0.147, precip=0.555, T=8.680
Iter 18: loss=0.144, precip=0.572, T=8.668
Iter 19: loss=0.141, precip=0.601, T=8.644
Iter 20: loss=0.135, precip=0.628, T=8.621
Iter 21: loss=0.132, precip=0.652, T=8.600
Iter 22: loss=0.129, precip=0.676, T=8.579
Iter 23: loss=0.126, precip=0.697, T=8.560
Iter 24: loss=0.124, precip=0.717, T=8.542
Iter 25: loss=0.121, precip=0.735, T=8.527
Iter 26: loss=0.120, precip=0.751, T=8.512
Iter 27: loss=0.118, precip=0.769, T=8.493
Iter 28: loss=0.114, precip=0.802, T=8.461
Iter 29: loss=0.111, precip=0.836, T=8.424
Iter 30: loss=0.106, precip=0.868, T=8.390
Iter 31: loss=0.103, precip=0.896, T=8.360
Iter 32: loss=0.099, precip=0.926, T=8.328
Iter 33: loss=0.094, precip=0.953, T=8.299
Iter 34: loss=0.091, precip=0.978, T=8.273
Iter 35: loss=0.088, precip=1.001, T=8.249
Iter 36: loss=0.086, precip=1.021, T=8.227
Iter 37: loss=0.084, precip=1.042, T=8.204
Iter 38: loss=0.082, precip=1.061, T=8.183
Iter 39: loss=0.079, precip=1.079, T=8.164
Iter 40: loss=0.077, precip=1.099, T=8.140
Iter 41: loss=0.074, precip=1.117, T=8.118
Iter 42: loss=0.073, precip=1.135, T=8.095
Iter 43: loss=0.070, precip=1.153, T=8.072
Iter 44: loss=0.067, precip=1.163, T=8.058
Iter 45: loss=0.066, precip=1.173, T=8.044
Iter 46: loss=0.065, precip=1.183, T=8.032
Iter 47: loss=0.064, precip=1.191, T=8.020
Iter 48: loss=0.062, precip=1.200, T=8.009
Iter 49: loss=0.062, precip=1.208, T=7.998
Iter 50: loss=0.060, precip=1.215, T=7.989
Iter 51: loss=0.059, precip=1.223, T=7.978
Iter 52: loss=0.058, precip=1.230, T=7.969
Iter 53: loss=0.057, precip=1.236, T=7.961
Iter 54: loss=0.055, precip=1.242, T=7.953
Iter 55: loss=0.055, precip=1.247, T=7.946
Iter 56: loss=0.053, precip=1.251, T=7.940
Iter 57: loss=0.052, precip=1.256, T=7.933
Iter 58: loss=0.052, precip=1.260, T=7.928
Iter 59: loss=0.051, precip=1.263, T=7.923
Iter 60: loss=0.050, precip=1.266, T=7.919
Iter 61: loss=0.050, precip=1.277, T=7.903
Iter 62: loss=0.048, precip=1.295, T=7.881
Iter 63: loss=0.045, precip=1.329, T=7.842
Iter 64: loss=0.039, precip=1.360, T=7.807
Iter 65: loss=0.035, precip=1.388, T=7.774
Iter 66: loss=0.031, precip=1.414, T=7.744
Iter 67: loss=0.028, precip=1.438, T=7.716
Iter 68: loss=0.025, precip=1.460, T=7.691
Iter 69: loss=0.022, precip=1.479, T=7.668
Iter 70: loss=0.021, precip=1.497, T=7.648
Iter 71: loss=0.018, precip=1.515, T=7.628
Iter 72: loss=0.017, precip=1.530, T=7.610
Iter 73: loss=0.015, precip=1.545, T=7.594
Iter 74: loss=0.014, precip=1.560, T=7.576
Iter 75: loss=0.012, precip=1.574, T=7.560
Iter 76: loss=0.011, precip=1.586, T=7.546
Iter 77: loss=0.010, precip=1.598, T=7.533
Iter 78: loss=0.009, precip=1.634, T=7.495
Iter 79: loss=0.004, precip=1.667, T=7.460
Iter 80: loss=0.001, precip=1.697, T=7.428
Iter 81: loss=0.002, precip=1.724, T=7.399
Iter 82: loss=0.005, precip=1.748, T=7.373
Iter 83: loss=0.007, precip=1.771, T=7.350
Iter 84: loss=0.009, precip=1.791, T=7.328
Iter 85: loss=0.010, precip=1.809, T=7.309
Iter 86: loss=0.011, precip=1.825, T=7.291
Iter 87: loss=0.012, precip=1.840, T=7.276
Iter 88: loss=0.014, precip=1.853, T=7.262
Iter 89: loss=0.015, precip=1.860, T=7.254
Iter 90: loss=0.015, precip=1.867, T=7.247
Iter 91: loss=0.016, precip=1.872, T=7.241
Iter 92: loss=0.016, precip=1.878, T=7.236
Iter 93: loss=0.017, precip=1.874, T=7.239
Iter 94: loss=0.016, precip=1.872, T=7.241
Iter 95: loss=0.016, precip=1.869, T=7.244
Iter 96: loss=0.016, precip=1.866, T=7.247
Iter 97: loss=0.016, precip=1.863, T=7.250
Iter 98: loss=0.016, precip=1.861, T=7.252
Iter 99: loss=0.016, precip=1.858, T=7.255
Iter 100: loss=0.015, precip=1.855, T=7.258
