Iter 1: loss=0.097, precip=0.250, T=4.950
Iter 2: loss=0.087, precip=0.283, T=4.982
Iter 3: loss=0.082, precip=0.260, T=4.998
Iter 4: loss=0.085, precip=0.252, T=5.027
Iter 5: loss=0.088, precip=0.246, T=5.051
Iter 6: loss=0.089, precip=0.272, T=5.033
Iter 7: loss=0.085, precip=0.301, T=5.004
Iter 8: loss=0.081, precip=0.335, T=4.991
Iter 9: loss=0.076, precip=0.370, T=4.966
Iter 10: loss=0.072, precip=0.401, T=4.944
Iter 11: loss=0.068, precip=0.429, T=4.924
Iter 12: loss=0.064, precip=0.464, T=4.895
Iter 13: loss=0.061, precip=0.495, T=4.869
Iter 14: loss=0.058, precip=0.524, T=4.845
Iter 15: loss=0.054, precip=0.551, T=4.823
Iter 16: loss=0.051, precip=0.576, T=4.803
Iter 17: loss=0.048, precip=0.598, T=4.785
Iter 18: loss=0.045, precip=0.621, T=4.767
Iter 19: loss=0.042, precip=0.641, T=4.751
Iter 20: loss=0.039, precip=0.659, T=4.736
Iter 21: loss=0.037, precip=0.676, T=4.723
Iter 22: loss=0.034, precip=0.694, T=4.710
Iter 23: loss=0.032, precip=0.709, T=4.697
Iter 24: loss=0.031, precip=0.739, T=4.669
Iter 25: loss=0.027, precip=0.766, T=4.643
Iter 26: loss=0.025, precip=0.790, T=4.619
Iter 27: loss=0.022, precip=0.813, T=4.597
Iter 28: loss=0.020, precip=0.833, T=4.578
Iter 29: loss=0.017, precip=0.851, T=4.560
Iter 30: loss=0.016, precip=0.869, T=4.544
Iter 31: loss=0.014, precip=0.892, T=4.520
Iter 32: loss=0.012, precip=0.914, T=4.499
Iter 33: loss=0.009, precip=0.935, T=4.479
Iter 34: loss=0.007, precip=0.954, T=4.462
Iter 35: loss=0.005, precip=0.972, T=4.445
Iter 36: loss=0.005, precip=0.989, T=4.429
Iter 37: loss=0.007, precip=0.989, T=4.432
Iter 38: loss=0.006, precip=0.989, T=4.434
Iter 39: loss=0.006, precip=0.989, T=4.437
Iter 40: loss=0.006, precip=0.988, T=4.440
Iter 41: loss=0.006, precip=0.987, T=4.443
Iter 42: loss=0.006, precip=0.986, T=4.446
Iter 43: loss=0.006, precip=0.985, T=4.449
Iter 44: loss=0.006, precip=0.975, T=4.461
Iter 45: loss=0.005, precip=0.966, T=4.472
Iter 46: loss=0.004, precip=0.959, T=4.482
Iter 47: loss=0.005, precip=0.951, T=4.491
Iter 48: loss=0.005, precip=0.945, T=4.499
Iter 49: loss=0.006, precip=0.939, T=4.506
Iter 50: loss=0.007, precip=0.934, T=4.513
Iter 51: loss=0.007, precip=0.929, T=4.519
Iter 52: loss=0.008, precip=0.925, T=4.524
Iter 53: loss=0.009, precip=0.922, T=4.529
Iter 54: loss=0.009, precip=0.920, T=4.533
Iter 55: loss=0.009, precip=0.917, T=4.536
Iter 56: loss=0.009, precip=0.915, T=4.540
Iter 57: loss=0.010, precip=0.915, T=4.541
Iter 58: loss=0.010, precip=0.916, T=4.542
Iter 59: loss=0.010, precip=0.918, T=4.542
Iter 60: loss=0.009, precip=0.925, T=4.536
Iter 61: loss=0.009, precip=0.931, T=4.531
Iter 62: loss=0.008, precip=0.936, T=4.526
Iter 63: loss=0.007, precip=0.942, T=4.522
Iter 64: loss=0.007, precip=0.948, T=4.517
Iter 65: loss=0.006, precip=0.953, T=4.512
Iter 66: loss=0.005, precip=0.959, T=4.507
Iter 67: loss=0.005, precip=0.964, T=4.503
Iter 68: loss=0.004, precip=0.968, T=4.499
Iter 69: loss=0.004, precip=0.973, T=4.496
Iter 70: loss=0.005, precip=0.975, T=4.494
Iter 71: loss=0.005, precip=0.977, T=4.493
Iter 72: loss=0.005, precip=0.979, T=4.492
Iter 73: loss=0.005, precip=0.981, T=4.491
Iter 74: loss=0.005, precip=0.982, T=4.491
Iter 75: loss=0.006, precip=0.983, T=4.490
Iter 76: loss=0.006, precip=0.983, T=4.491
Iter 77: loss=0.006, precip=0.983, T=4.493
Iter 78: loss=0.006, precip=0.982, T=4.494
Iter 79: loss=0.005, precip=0.979, T=4.499
Iter 80: loss=0.005, precip=0.975, T=4.503
Iter 81: loss=0.005, precip=0.972, T=4.507
Iter 82: loss=0.005, precip=0.968, T=4.512
Iter 83: loss=0.004, precip=0.964, T=4.517
Iter 84: loss=0.004, precip=0.965, T=4.517
Iter 85: loss=0.004, precip=0.965, T=4.517
Iter 86: loss=0.004, precip=0.965, T=4.517
Iter 87: loss=0.004, precip=0.966, T=4.517
Iter 88: loss=0.004, precip=0.966, T=4.517
Iter 89: loss=0.004, precip=0.966, T=4.517
Iter 90: loss=0.004, precip=0.967, T=4.517
Iter 91: loss=0.004, precip=0.967, T=4.517
Iter 92: loss=0.004, precip=0.967, T=4.517
Iter 93: loss=0.004, precip=0.967, T=4.517
Iter 94: loss=0.004, precip=0.967, T=4.517
Iter 95: loss=0.004, precip=0.968, T=4.517
Iter 96: loss=0.004, precip=0.968, T=4.517
Iter 97: loss=0.004, precip=0.969, T=4.516
Iter 98: loss=0.004, precip=0.969, T=4.516
Iter 99: loss=0.004, precip=0.970, T=4.515
Iter 100: loss=0.004, precip=0.970, T=4.515
