Iter 1: loss=0.071, precip=1.950, T=5.050
Iter 2: loss=0.064, precip=1.911, T=5.088
Iter 3: loss=0.057, precip=1.878, T=5.121
Iter 4: loss=0.053, precip=1.843, T=5.159
Iter 5: loss=0.049, precip=1.803, T=5.192
Iter 6: loss=0.045, precip=1.771, T=5.220
Iter 7: loss=0.042, precip=1.743, T=5.245
Iter 8: loss=0.041, precip=1.709, T=5.267
Iter 9: loss=0.038, precip=1.678, T=5.287
Iter 10: loss=0.036, precip=1.645, T=5.314
Iter 11: loss=0.034, precip=1.614, T=5.342
Iter 12: loss=0.032, precip=1.587, T=5.367
Iter 13: loss=0.030, precip=1.552, T=5.399
Iter 14: loss=0.029, precip=1.519, T=5.430
Iter 15: loss=0.027, precip=1.490, T=5.458
Iter 16: loss=0.025, precip=1.463, T=5.483
Iter 17: loss=0.023, precip=1.439, T=5.506
Iter 18: loss=0.021, precip=1.417, T=5.527
Iter 19: loss=0.019, precip=1.398, T=5.547
Iter 20: loss=0.018, precip=1.381, T=5.565
Iter 21: loss=0.016, precip=1.354, T=5.593
Iter 22: loss=0.015, precip=1.325, T=5.623
Iter 23: loss=0.013, precip=1.298, T=5.650
Iter 24: loss=0.011, precip=1.274, T=5.675
Iter 25: loss=0.009, precip=1.252, T=5.698
Iter 26: loss=0.009, precip=1.232, T=5.719
Iter 27: loss=0.007, precip=1.214, T=5.738
Iter 28: loss=0.006, precip=1.198, T=5.756
Iter 29: loss=0.005, precip=1.183, T=5.772
Iter 30: loss=0.004, precip=1.169, T=5.788
Iter 31: loss=0.003, precip=1.140, T=5.818
Iter 32: loss=0.004, precip=1.113, T=5.846
Iter 33: loss=0.007, precip=1.093, T=5.866
Iter 34: loss=0.010, precip=1.076, T=5.886
Iter 35: loss=0.011, precip=1.070, T=5.894
Iter 36: loss=0.012, precip=1.065, T=5.902
Iter 37: loss=0.012, precip=1.062, T=5.909
Iter 38: loss=0.012, precip=1.058, T=5.916
Iter 39: loss=0.013, precip=1.055, T=5.922
Iter 40: loss=0.013, precip=1.053, T=5.927
Iter 41: loss=0.013, precip=1.050, T=5.932
Iter 42: loss=0.014, precip=1.048, T=5.936
Iter 43: loss=0.014, precip=1.062, T=5.924
Iter 44: loss=0.013, precip=1.076, T=5.913
Iter 45: loss=0.012, precip=1.089, T=5.902
Iter 46: loss=0.010, precip=1.103, T=5.892
Iter 47: loss=0.009, precip=1.122, T=5.877
Iter 48: loss=0.007, precip=1.139, T=5.865
Iter 49: loss=0.005, precip=1.154, T=5.853
Iter 50: loss=0.003, precip=1.192, T=5.817
Iter 51: loss=0.004, precip=1.227, T=5.784
Iter 52: loss=0.006, precip=1.258, T=5.754
Iter 53: loss=0.008, precip=1.286, T=5.727
Iter 54: loss=0.009, precip=1.310, T=5.703
Iter 55: loss=0.011, precip=1.333, T=5.682
Iter 56: loss=0.012, precip=1.347, T=5.669
Iter 57: loss=0.013, precip=1.359, T=5.658
Iter 58: loss=0.014, precip=1.369, T=5.649
Iter 59: loss=0.015, precip=1.379, T=5.640
Iter 60: loss=0.015, precip=1.387, T=5.632
Iter 61: loss=0.016, precip=1.394, T=5.625
Iter 62: loss=0.016, precip=1.401, T=5.619
Iter 63: loss=0.017, precip=1.407, T=5.614
Iter 64: loss=0.017, precip=1.409, T=5.612
Iter 65: loss=0.018, precip=1.404, T=5.617
Iter 66: loss=0.017, precip=1.400, T=5.622
Iter 67: loss=0.017, precip=1.395, T=5.627
Iter 68: loss=0.016, precip=1.388, T=5.634
Iter 69: loss=0.016, precip=1.382, T=5.641
Iter 70: loss=0.015, precip=1.376, T=5.647
Iter 71: loss=0.015, precip=1.360, T=5.664
Iter 72: loss=0.014, precip=1.345, T=5.679
Iter 73: loss=0.013, precip=1.319, T=5.706
Iter 74: loss=0.011, precip=1.292, T=5.734
Iter 75: loss=0.010, precip=1.267, T=5.759
Iter 76: loss=0.009, precip=1.245, T=5.782
Iter 77: loss=0.007, precip=1.226, T=5.803
Iter 78: loss=0.006, precip=1.202, T=5.827
Iter 79: loss=0.004, precip=1.166, T=5.864
Iter 80: loss=0.003, precip=1.133, T=5.898
Iter 81: loss=0.006, precip=1.106, T=5.926
Iter 82: loss=0.009, precip=1.081, T=5.952
Iter 83: loss=0.012, precip=1.058, T=5.976
Iter 84: loss=0.014, precip=1.067, T=5.967
Iter 85: loss=0.013, precip=1.075, T=5.960
Iter 86: loss=0.012, precip=1.086, T=5.949
Iter 87: loss=0.011, precip=1.096, T=5.940
Iter 88: loss=0.010, precip=1.106, T=5.931
Iter 89: loss=0.009, precip=1.115, T=5.924
Iter 90: loss=0.009, precip=1.122, T=5.917
Iter 91: loss=0.008, precip=1.130, T=5.911
Iter 92: loss=0.007, precip=1.137, T=5.905
Iter 93: loss=0.006, precip=1.145, T=5.898
Iter 94: loss=0.005, precip=1.152, T=5.892
Iter 95: loss=0.004, precip=1.158, T=5.886
Iter 96: loss=0.004, precip=1.170, T=5.876
Iter 97: loss=0.003, precip=1.182, T=5.865
Iter 98: loss=0.003, precip=1.194, T=5.855
Iter 99: loss=0.003, precip=1.204, T=5.846
Iter 100: loss=0.004, precip=1.199, T=5.853
