Iter 1: loss=0.197, precip=0.250, T=8.500
Iter 2: loss=0.187, precip=0.285, T=8.500
Iter 3: loss=0.180, precip=0.313, T=8.500
Iter 4: loss=0.174, precip=0.337, T=8.500
Iter 5: loss=0.170, precip=0.360, T=8.500
Iter 6: loss=0.166, precip=0.383, T=8.500
Iter 7: loss=0.162, precip=0.404, T=8.500
Iter 8: loss=0.159, precip=0.433, T=8.500
Iter 9: loss=0.154, precip=0.459, T=8.500
Iter 10: loss=0.151, precip=0.483, T=8.500
Iter 11: loss=0.147, precip=0.504, T=8.500
Iter 12: loss=0.143, precip=0.524, T=8.500
Iter 13: loss=0.140, precip=0.547, T=8.500
Iter 14: loss=0.136, precip=0.568, T=8.500
Iter 15: loss=0.134, precip=0.587, T=8.500
Iter 16: loss=0.132, precip=0.604, T=8.500
Iter 17: loss=0.131, precip=0.621, T=8.500
Iter 18: loss=0.129, precip=0.637, T=8.500
Iter 19: loss=0.127, precip=0.652, T=8.500
Iter 20: loss=0.126, precip=0.665, T=8.500
Iter 21: loss=0.124, precip=0.682, T=8.500
Iter 22: loss=0.123, precip=0.698, T=8.500
Iter 23: loss=0.122, precip=0.712, T=8.500
Iter 24: loss=0.121, precip=0.725, T=8.500
Iter 25: loss=0.120, precip=0.737, T=8.500
Iter 26: loss=0.119, precip=0.748, T=8.500
Iter 27: loss=0.118, precip=0.758, T=8.500
Iter 28: loss=0.116, precip=0.768, T=8.500
Iter 29: loss=0.115, precip=0.777, T=8.500
Iter 30: loss=0.114, precip=0.785, T=8.500
Iter 31: loss=0.114, precip=0.792, T=8.500
Iter 32: loss=0.113, precip=0.799, T=8.500
Iter 33: loss=0.113, precip=0.804, T=8.500
Iter 34: loss=0.112, precip=0.820, T=8.500
Iter 35: loss=0.111, precip=0.835, T=8.500
Iter 36: loss=0.109, precip=0.848, T=8.500
Iter 37: loss=0.108, precip=0.861, T=8.500
Iter 38: loss=0.106, precip=0.873, T=8.500
Iter 39: loss=0.105, precip=0.884, T=8.500
Iter 40: loss=0.105, precip=0.894, T=8.500
Iter 41: loss=0.104, precip=0.903, T=8.500
Iter 42: loss=0.104, precip=0.916, T=8.500
Iter 43: loss=0.102, precip=0.929, T=8.500
Iter 44: loss=0.101, precip=0.948, T=8.500
Iter 45: loss=0.100, precip=0.967, T=8.500
Iter 46: loss=0.098, precip=0.992, T=8.500
Iter 47: loss=0.096, precip=1.014, T=8.500
Iter 48: loss=0.093, precip=1.036, T=8.500
Iter 49: loss=0.091, precip=1.059, T=8.500
Iter 50: loss=0.090, precip=1.079, T=8.500
Iter 51: loss=0.089, precip=1.098, T=8.500
Iter 52: loss=0.088, precip=1.115, T=8.500
Iter 53: loss=0.086, precip=1.135, T=8.500
Iter 54: loss=0.084, precip=1.153, T=8.500
Iter 55: loss=0.084, precip=1.169, T=8.500
Iter 56: loss=0.083, precip=1.195, T=8.500
Iter 57: loss=0.081, precip=1.223, T=8.500
Iter 58: loss=0.078, precip=1.249, T=8.500
Iter 59: loss=0.076, precip=1.272, T=8.500
Iter 60: loss=0.074, precip=1.293, T=8.500
Iter 61: loss=0.072, precip=1.313, T=8.500
Iter 62: loss=0.070, precip=1.330, T=8.500
Iter 63: loss=0.068, precip=1.347, T=8.500
Iter 64: loss=0.068, precip=1.366, T=8.500
Iter 65: loss=0.066, precip=1.382, T=8.500
Iter 66: loss=0.065, precip=1.397, T=8.500
Iter 67: loss=0.064, precip=1.410, T=8.500
Iter 68: loss=0.063, precip=1.422, T=8.500
Iter 69: loss=0.062, precip=1.433, T=8.500
Iter 70: loss=0.061, precip=1.443, T=8.500
Iter 71: loss=0.061, precip=1.452, T=8.500
Iter 72: loss=0.060, precip=1.461, T=8.500
Iter 73: loss=0.059, precip=1.470, T=8.500
Iter 74: loss=0.058, precip=1.478, T=8.500
Iter 75: loss=0.057, precip=1.486, T=8.500
Iter 76: loss=0.057, precip=1.503, T=8.500
Iter 77: loss=0.054, precip=1.523, T=8.500
Iter 78: loss=0.052, precip=1.542, T=8.500
Iter 79: loss=0.051, precip=1.559, T=8.500
Iter 80: loss=0.049, precip=1.575, T=8.500
Iter 81: loss=0.048, precip=1.590, T=8.500
Iter 82: loss=0.047, precip=1.603, T=8.500
Iter 83: loss=0.046, precip=1.615, T=8.500
Iter 84: loss=0.044, precip=1.629, T=8.500
Iter 85: loss=0.043, precip=1.642, T=8.500
Iter 86: loss=0.042, precip=1.655, T=8.500
Iter 87: loss=0.040, precip=1.667, T=8.500
Iter 88: loss=0.040, precip=1.678, T=8.500
Iter 89: loss=0.038, precip=1.687, T=8.500
Iter 90: loss=0.037, precip=1.696, T=8.500
Iter 91: loss=0.037, precip=1.704, T=8.500
Iter 92: loss=0.036, precip=1.712, T=8.500
Iter 93: loss=0.035, precip=1.718, T=8.500
Iter 94: loss=0.034, precip=1.724, T=8.500
Iter 95: loss=0.034, precip=1.730, T=8.500
Iter 96: loss=0.033, precip=1.737, T=8.500
Iter 97: loss=0.033, precip=1.742, T=8.500
Iter 98: loss=0.032, precip=1.747, T=8.500
Iter 99: loss=0.032, precip=1.751, T=8.500
Iter 100: loss=0.032, precip=1.754, T=8.500
