Iter 1: loss=0.012, precip=0.950, T=5.500
Iter 2: loss=0.015, precip=0.953, T=5.500
Iter 3: loss=0.015, precip=0.961, T=5.500
Iter 4: loss=0.015, precip=0.990, T=5.500
Iter 5: loss=0.013, precip=1.015, T=5.500
Iter 6: loss=0.011, precip=1.037, T=5.500
Iter 7: loss=0.009, precip=1.066, T=5.500
Iter 8: loss=0.006, precip=1.091, T=5.500
Iter 9: loss=0.004, precip=1.114, T=5.500
Iter 10: loss=0.003, precip=1.134, T=5.500
Iter 11: loss=0.004, precip=1.152, T=5.500
Iter 12: loss=0.006, precip=1.162, T=5.500
Iter 13: loss=0.006, precip=1.171, T=5.500
Iter 14: loss=0.007, precip=1.166, T=5.500
Iter 15: loss=0.006, precip=1.162, T=5.500
Iter 16: loss=0.006, precip=1.158, T=5.500
Iter 17: loss=0.006, precip=1.155, T=5.500
Iter 18: loss=0.006, precip=1.152, T=5.500
Iter 19: loss=0.006, precip=1.148, T=5.500
Iter 20: loss=0.005, precip=1.144, T=5.500
Iter 21: loss=0.005, precip=1.136, T=5.500
Iter 22: loss=0.004, precip=1.129, T=5.500
Iter 23: loss=0.004, precip=1.122, T=5.500
Iter 24: loss=0.004, precip=1.116, T=5.500
Iter 25: loss=0.004, precip=1.110, T=5.500
Iter 26: loss=0.003, precip=1.102, T=5.500
Iter 27: loss=0.003, precip=1.095, T=5.500
Iter 28: loss=0.003, precip=1.092, T=5.500
Iter 29: loss=0.004, precip=1.089, T=5.500
Iter 30: loss=0.004, precip=1.087, T=5.500
Iter 31: loss=0.004, precip=1.112, T=5.500
Iter 32: loss=0.003, precip=1.134, T=5.500
Iter 33: loss=0.004, precip=1.153, T=5.500
Iter 34: loss=0.006, precip=1.157, T=5.500
Iter 35: loss=0.006, precip=1.161, T=5.500
Iter 36: loss=0.006, precip=1.164, T=5.500
Iter 37: loss=0.006, precip=1.167, T=5.500
Iter 38: loss=0.006, precip=1.169, T=5.500
Iter 39: loss=0.006, precip=1.171, T=5.500
Iter 40: loss=0.007, precip=1.173, T=5.500
Iter 41: loss=0.007, precip=1.169, T=5.500
Iter 42: loss=0.006, precip=1.159, T=5.500
Iter 43: loss=0.006, precip=1.149, T=5.500
Iter 44: loss=0.005, precip=1.141, T=5.500
Iter 45: loss=0.005, precip=1.133, T=5.500
Iter 46: loss=0.004, precip=1.126, T=5.500
Iter 47: loss=0.004, precip=1.120, T=5.500
Iter 48: loss=0.004, precip=1.114, T=5.500
Iter 49: loss=0.003, precip=1.109, T=5.500
Iter 50: loss=0.003, precip=1.104, T=5.500
Iter 51: loss=0.002, precip=1.099, T=5.500
Iter 52: loss=0.003, precip=1.110, T=5.500
Iter 53: loss=0.003, precip=1.120, T=5.500
Iter 54: loss=0.004, precip=1.096, T=5.500
Iter 55: loss=0.003, precip=1.076, T=5.500
Iter 56: loss=0.005, precip=1.062, T=5.500
Iter 57: loss=0.006, precip=1.049, T=5.500
Iter 58: loss=0.008, precip=1.037, T=5.500
Iter 59: loss=0.009, precip=1.028, T=5.500
Iter 60: loss=0.010, precip=1.020, T=5.500
Iter 61: loss=0.011, precip=1.013, T=5.500
Iter 62: loss=0.011, precip=1.006, T=5.500
Iter 63: loss=0.012, precip=1.000, T=5.500
Iter 64: loss=0.012, precip=0.995, T=5.500
Iter 65: loss=0.012, precip=0.991, T=5.500
Iter 66: loss=0.012, precip=0.988, T=5.500
Iter 67: loss=0.013, precip=0.985, T=5.500
Iter 68: loss=0.013, precip=0.982, T=5.500
Iter 69: loss=0.013, precip=0.986, T=5.500
Iter 70: loss=0.013, precip=0.996, T=5.500
Iter 71: loss=0.012, precip=1.005, T=5.500
Iter 72: loss=0.012, precip=1.013, T=5.500
Iter 73: loss=0.011, precip=1.020, T=5.500
Iter 74: loss=0.011, precip=1.027, T=5.500
Iter 75: loss=0.010, precip=1.033, T=5.500
Iter 76: loss=0.010, precip=1.040, T=5.500
Iter 77: loss=0.009, precip=1.047, T=5.500
Iter 78: loss=0.008, precip=1.053, T=5.500
Iter 79: loss=0.007, precip=1.058, T=5.500
Iter 80: loss=0.006, precip=1.063, T=5.500
Iter 81: loss=0.006, precip=1.068, T=5.500
Iter 82: loss=0.005, precip=1.087, T=5.500
Iter 83: loss=0.004, precip=1.105, T=5.500
Iter 84: loss=0.002, precip=1.120, T=5.500
Iter 85: loss=0.004, precip=1.135, T=5.500
Iter 86: loss=0.004, precip=1.148, T=5.500
Iter 87: loss=0.005, precip=1.160, T=5.500
Iter 88: loss=0.006, precip=1.170, T=5.500
Iter 89: loss=0.006, precip=1.179, T=5.500
Iter 90: loss=0.007, precip=1.187, T=5.500
Iter 91: loss=0.007, precip=1.195, T=5.500
Iter 92: loss=0.007, precip=1.193, T=5.500
Iter 93: loss=0.007, precip=1.192, T=5.500
Iter 94: loss=0.007, precip=1.190, T=5.500
Iter 95: loss=0.007, precip=1.189, T=5.500
Iter 96: loss=0.007, precip=1.188, T=5.500
Iter 97: loss=0.007, precip=1.188, T=5.500
Iter 98: loss=0.007, precip=1.189, T=5.500
Iter 99: loss=0.007, precip=1.190, T=5.500
Iter 100: loss=0.007, precip=1.190, T=5.500
