Iter 1: loss=0.006, precip=1.050, T=5.050
Iter 2: loss=0.004, precip=1.013, T=5.087
Iter 3: loss=0.006, precip=1.008, T=5.094
Iter 4: loss=0.006, precip=1.005, T=5.100
Iter 5: loss=0.006, precip=1.001, T=5.104
Iter 6: loss=0.007, precip=1.002, T=5.105
Iter 7: loss=0.007, precip=1.005, T=5.104
Iter 8: loss=0.006, precip=1.008, T=5.103
Iter 9: loss=0.006, precip=1.010, T=5.103
Iter 10: loss=0.006, precip=1.012, T=5.102
Iter 11: loss=0.006, precip=1.013, T=5.102
Iter 12: loss=0.006, precip=1.015, T=5.101
Iter 13: loss=0.006, precip=1.029, T=5.090
Iter 14: loss=0.004, precip=1.041, T=5.080
Iter 15: loss=0.003, precip=1.036, T=5.087
Iter 16: loss=0.004, precip=1.032, T=5.094
Iter 17: loss=0.004, precip=1.028, T=5.100
Iter 18: loss=0.004, precip=1.025, T=5.105
Iter 19: loss=0.005, precip=1.022, T=5.110
Iter 20: loss=0.005, precip=1.021, T=5.112
Iter 21: loss=0.005, precip=1.023, T=5.112
Iter 22: loss=0.005, precip=1.024, T=5.112
Iter 23: loss=0.005, precip=1.026, T=5.111
Iter 24: loss=0.005, precip=1.027, T=5.111
Iter 25: loss=0.005, precip=1.029, T=5.110
Iter 26: loss=0.004, precip=1.030, T=5.110
Iter 27: loss=0.004, precip=1.031, T=5.109
Iter 28: loss=0.004, precip=1.032, T=5.109
Iter 29: loss=0.004, precip=1.033, T=5.109
Iter 30: loss=0.004, precip=1.034, T=5.108
Iter 31: loss=0.004, precip=1.035, T=5.108
Iter 32: loss=0.004, precip=1.036, T=5.108
Iter 33: loss=0.004, precip=1.037, T=5.107
Iter 34: loss=0.004, precip=1.039, T=5.106
Iter 35: loss=0.004, precip=1.042, T=5.104
Iter 36: loss=0.003, precip=1.045, T=5.102
Iter 37: loss=0.003, precip=1.050, T=5.099
Iter 38: loss=0.004, precip=1.055, T=5.095
Iter 39: loss=0.004, precip=1.059, T=5.092
Iter 40: loss=0.004, precip=1.063, T=5.090
Iter 41: loss=0.005, precip=1.058, T=5.097
Iter 42: loss=0.004, precip=1.053, T=5.103
Iter 43: loss=0.004, precip=1.048, T=5.109
Iter 44: loss=0.003, precip=1.040, T=5.120
Iter 45: loss=0.004, precip=1.035, T=5.129
Iter 46: loss=0.004, precip=1.030, T=5.137
Iter 47: loss=0.005, precip=1.025, T=5.145
Iter 48: loss=0.005, precip=1.023, T=5.149
Iter 49: loss=0.006, precip=1.021, T=5.153
Iter 50: loss=0.006, precip=1.052, T=5.123
Iter 51: loss=0.004, precip=1.078, T=5.098
Iter 52: loss=0.005, precip=1.101, T=5.076
Iter 53: loss=0.006, precip=1.120, T=5.058
Iter 54: loss=0.008, precip=1.137, T=5.042
Iter 55: loss=0.009, precip=1.152, T=5.027
Iter 56: loss=0.009, precip=1.166, T=5.013
Iter 57: loss=0.010, precip=1.179, T=5.001
Iter 58: loss=0.010, precip=1.191, T=4.990
Iter 59: loss=0.012, precip=1.202, T=4.980
Iter 60: loss=0.012, precip=1.211, T=4.971
Iter 61: loss=0.013, precip=1.220, T=4.963
Iter 62: loss=0.014, precip=1.223, T=4.962
Iter 63: loss=0.014, precip=1.226, T=4.960
Iter 64: loss=0.014, precip=1.228, T=4.958
Iter 65: loss=0.014, precip=1.231, T=4.957
Iter 66: loss=0.014, precip=1.227, T=4.962
Iter 67: loss=0.014, precip=1.224, T=4.966
Iter 68: loss=0.014, precip=1.221, T=4.970
Iter 69: loss=0.014, precip=1.218, T=4.975
Iter 70: loss=0.013, precip=1.215, T=4.978
Iter 71: loss=0.013, precip=1.213, T=4.982
Iter 72: loss=0.013, precip=1.210, T=4.985
Iter 73: loss=0.012, precip=1.203, T=4.993
Iter 74: loss=0.012, precip=1.196, T=5.001
Iter 75: loss=0.012, precip=1.190, T=5.008
Iter 76: loss=0.012, precip=1.174, T=5.027
Iter 77: loss=0.010, precip=1.159, T=5.045
Iter 78: loss=0.010, precip=1.145, T=5.061
Iter 79: loss=0.009, precip=1.131, T=5.076
Iter 80: loss=0.008, precip=1.119, T=5.090
Iter 81: loss=0.007, precip=1.107, T=5.103
Iter 82: loss=0.007, precip=1.097, T=5.114
Iter 83: loss=0.006, precip=1.088, T=5.125
Iter 84: loss=0.006, precip=1.080, T=5.134
Iter 85: loss=0.005, precip=1.073, T=5.143
Iter 86: loss=0.005, precip=1.056, T=5.162
Iter 87: loss=0.003, precip=1.037, T=5.182
Iter 88: loss=0.005, precip=1.020, T=5.200
Iter 89: loss=0.006, precip=1.005, T=5.216
Iter 90: loss=0.008, precip=0.992, T=5.231
Iter 91: loss=0.010, precip=0.983, T=5.240
Iter 92: loss=0.011, precip=0.975, T=5.249
Iter 93: loss=0.011, precip=0.968, T=5.257
Iter 94: loss=0.012, precip=0.963, T=5.264
Iter 95: loss=0.012, precip=0.957, T=5.271
Iter 96: loss=0.013, precip=0.953, T=5.277
Iter 97: loss=0.013, precip=0.949, T=5.282
Iter 98: loss=0.014, precip=0.944, T=5.289
Iter 99: loss=0.014, precip=0.941, T=5.294
Iter 100: loss=0.014, precip=0.937, T=5.300
