Iter 1: loss=0.070, precip=2.450, T=6.048
Iter 2: loss=0.067, precip=2.413, T=6.085
Iter 3: loss=0.065, precip=2.384, T=6.114
Iter 4: loss=0.063, precip=2.360, T=6.138
Iter 5: loss=0.062, precip=2.339, T=6.158
Iter 6: loss=0.060, precip=2.321, T=6.175
Iter 7: loss=0.059, precip=2.304, T=6.192
Iter 8: loss=0.058, precip=2.288, T=6.206
Iter 9: loss=0.057, precip=2.275, T=6.219
Iter 10: loss=0.057, precip=2.262, T=6.230
Iter 11: loss=0.056, precip=2.250, T=6.241
Iter 12: loss=0.055, precip=2.234, T=6.255
Iter 13: loss=0.054, precip=2.219, T=6.269
Iter 14: loss=0.053, precip=2.206, T=6.281
Iter 15: loss=0.052, precip=2.194, T=6.292
Iter 16: loss=0.051, precip=2.180, T=6.302
Iter 17: loss=0.051, precip=2.167, T=6.311
Iter 18: loss=0.050, precip=2.153, T=6.319
Iter 19: loss=0.049, precip=2.140, T=6.326
Iter 20: loss=0.049, precip=2.129, T=6.332
Iter 21: loss=0.048, precip=2.103, T=6.355
Iter 22: loss=0.045, precip=2.068, T=6.388
Iter 23: loss=0.043, precip=2.037, T=6.418
Iter 24: loss=0.041, precip=1.997, T=6.456
Iter 25: loss=0.038, precip=1.962, T=6.490
Iter 26: loss=0.036, precip=1.929, T=6.522
Iter 27: loss=0.033, precip=1.898, T=6.552
Iter 28: loss=0.032, precip=1.869, T=6.579
Iter 29: loss=0.030, precip=1.843, T=6.604
Iter 30: loss=0.029, precip=1.817, T=6.626
Iter 31: loss=0.026, precip=1.783, T=6.657
Iter 32: loss=0.024, precip=1.753, T=6.685
Iter 33: loss=0.021, precip=1.725, T=6.711
Iter 34: loss=0.019, precip=1.699, T=6.734
Iter 35: loss=0.017, precip=1.675, T=6.756
Iter 36: loss=0.015, precip=1.653, T=6.775
Iter 37: loss=0.014, precip=1.630, T=6.795
Iter 38: loss=0.012, precip=1.610, T=6.813
Iter 39: loss=0.010, precip=1.574, T=6.848
Iter 40: loss=0.008, precip=1.541, T=6.881
Iter 41: loss=0.005, precip=1.510, T=6.911
Iter 42: loss=0.003, precip=1.478, T=6.941
Iter 43: loss=0.000, precip=1.498, T=6.921
Iter 44: loss=0.002, precip=1.515, T=6.903
Iter 45: loss=0.003, precip=1.531, T=6.887
Iter 46: loss=0.005, precip=1.545, T=6.873
Iter 47: loss=0.006, precip=1.559, T=6.859
Iter 48: loss=0.007, precip=1.569, T=6.848
Iter 49: loss=0.008, precip=1.579, T=6.838
Iter 50: loss=0.008, precip=1.588, T=6.829
Iter 51: loss=0.009, precip=1.595, T=6.822
Iter 52: loss=0.010, precip=1.601, T=6.815
Iter 53: loss=0.010, precip=1.607, T=6.808
Iter 54: loss=0.010, precip=1.610, T=6.804
Iter 55: loss=0.010, precip=1.614, T=6.800
Iter 56: loss=0.011, precip=1.616, T=6.797
Iter 57: loss=0.011, precip=1.619, T=6.795
Iter 58: loss=0.011, precip=1.621, T=6.792
Iter 59: loss=0.011, precip=1.623, T=6.790
Iter 60: loss=0.011, precip=1.625, T=6.788
Iter 61: loss=0.012, precip=1.623, T=6.788
Iter 62: loss=0.012, precip=1.622, T=6.789
Iter 63: loss=0.011, precip=1.620, T=6.791
Iter 64: loss=0.011, precip=1.618, T=6.792
Iter 65: loss=0.011, precip=1.616, T=6.794
Iter 66: loss=0.011, precip=1.614, T=6.795
Iter 67: loss=0.011, precip=1.612, T=6.796
Iter 68: loss=0.011, precip=1.611, T=6.798
Iter 69: loss=0.010, precip=1.609, T=6.799
Iter 70: loss=0.010, precip=1.608, T=6.800
Iter 71: loss=0.010, precip=1.607, T=6.801
Iter 72: loss=0.010, precip=1.604, T=6.803
Iter 73: loss=0.010, precip=1.600, T=6.807
Iter 74: loss=0.010, precip=1.597, T=6.810
Iter 75: loss=0.010, precip=1.593, T=6.813
Iter 76: loss=0.010, precip=1.590, T=6.816
Iter 77: loss=0.009, precip=1.581, T=6.824
Iter 78: loss=0.009, precip=1.573, T=6.831
Iter 79: loss=0.008, precip=1.564, T=6.839
Iter 80: loss=0.008, precip=1.556, T=6.847
Iter 81: loss=0.007, precip=1.549, T=6.854
Iter 82: loss=0.006, precip=1.541, T=6.861
Iter 83: loss=0.006, precip=1.533, T=6.869
Iter 84: loss=0.005, precip=1.527, T=6.876
Iter 85: loss=0.005, precip=1.520, T=6.882
Iter 86: loss=0.004, precip=1.515, T=6.888
Iter 87: loss=0.004, precip=1.510, T=6.893
Iter 88: loss=0.003, precip=1.505, T=6.897
Iter 89: loss=0.003, precip=1.500, T=6.903
Iter 90: loss=0.002, precip=1.495, T=6.907
Iter 91: loss=0.002, precip=1.491, T=6.912
Iter 92: loss=0.001, precip=1.487, T=6.916
Iter 93: loss=0.001, precip=1.484, T=6.919
Iter 94: loss=0.001, precip=1.481, T=6.922
Iter 95: loss=0.001, precip=1.478, T=6.925
Iter 96: loss=0.000, precip=1.474, T=6.929
Iter 97: loss=0.000, precip=1.509, T=6.894
Iter 98: loss=0.003, precip=1.541, T=6.862
Iter 99: loss=0.006, precip=1.569, T=6.834
Iter 100: loss=0.008, precip=1.595, T=6.808
