Iter 1: loss=0.114, precip=2.450, T=5.050
Iter 2: loss=0.107, precip=2.400, T=5.100
Iter 3: loss=0.100, precip=2.367, T=5.132
Iter 4: loss=0.096, precip=2.328, T=5.166
Iter 5: loss=0.092, precip=2.292, T=5.196
Iter 6: loss=0.088, precip=2.253, T=5.230
Iter 7: loss=0.083, precip=2.211, T=5.268
Iter 8: loss=0.077, precip=2.174, T=5.301
Iter 9: loss=0.071, precip=2.133, T=5.337
Iter 10: loss=0.066, precip=2.097, T=5.369
Iter 11: loss=0.062, precip=2.064, T=5.398
Iter 12: loss=0.059, precip=2.033, T=5.425
Iter 13: loss=0.056, precip=2.002, T=5.451
Iter 14: loss=0.053, precip=1.967, T=5.477
Iter 15: loss=0.051, precip=1.936, T=5.501
Iter 16: loss=0.049, precip=1.907, T=5.522
Iter 17: loss=0.047, precip=1.877, T=5.543
Iter 18: loss=0.045, precip=1.850, T=5.563
Iter 19: loss=0.043, precip=1.824, T=5.580
Iter 20: loss=0.041, precip=1.798, T=5.598
Iter 21: loss=0.039, precip=1.773, T=5.613
Iter 22: loss=0.038, precip=1.751, T=5.628
Iter 23: loss=0.037, precip=1.728, T=5.642
Iter 24: loss=0.036, precip=1.706, T=5.655
Iter 25: loss=0.034, precip=1.685, T=5.667
Iter 26: loss=0.032, precip=1.667, T=5.678
Iter 27: loss=0.031, precip=1.650, T=5.688
Iter 28: loss=0.030, precip=1.629, T=5.699
Iter 29: loss=0.030, precip=1.610, T=5.708
Iter 30: loss=0.029, precip=1.583, T=5.721
Iter 31: loss=0.027, precip=1.559, T=5.733
Iter 32: loss=0.025, precip=1.524, T=5.752
Iter 33: loss=0.023, precip=1.492, T=5.770
Iter 34: loss=0.021, precip=1.457, T=5.789
Iter 35: loss=0.019, precip=1.425, T=5.806
Iter 36: loss=0.016, precip=1.395, T=5.822
Iter 37: loss=0.014, precip=1.369, T=5.836
Iter 38: loss=0.012, precip=1.344, T=5.850
Iter 39: loss=0.011, precip=1.319, T=5.863
Iter 40: loss=0.009, precip=1.296, T=5.875
Iter 41: loss=0.009, precip=1.275, T=5.886
Iter 42: loss=0.007, precip=1.255, T=5.897
Iter 43: loss=0.006, precip=1.236, T=5.907
Iter 44: loss=0.005, precip=1.220, T=5.916
Iter 45: loss=0.004, precip=1.204, T=5.924
Iter 46: loss=0.003, precip=1.190, T=5.932
Iter 47: loss=0.002, precip=1.178, T=5.938
Iter 48: loss=0.003, precip=1.166, T=5.945
Iter 49: loss=0.004, precip=1.156, T=5.950
Iter 50: loss=0.005, precip=1.147, T=5.955
Iter 51: loss=0.006, precip=1.141, T=5.959
Iter 52: loss=0.007, precip=1.139, T=5.960
Iter 53: loss=0.007, precip=1.151, T=5.955
Iter 54: loss=0.006, precip=1.166, T=5.948
Iter 55: loss=0.004, precip=1.179, T=5.941
Iter 56: loss=0.003, precip=1.192, T=5.935
Iter 57: loss=0.002, precip=1.208, T=5.927
Iter 58: loss=0.003, precip=1.225, T=5.920
Iter 59: loss=0.004, precip=1.241, T=5.913
Iter 60: loss=0.005, precip=1.247, T=5.911
Iter 61: loss=0.006, precip=1.253, T=5.910
Iter 62: loss=0.006, precip=1.258, T=5.908
Iter 63: loss=0.006, precip=1.261, T=5.908
Iter 64: loss=0.006, precip=1.263, T=5.907
Iter 65: loss=0.006, precip=1.266, T=5.907
Iter 66: loss=0.006, precip=1.268, T=5.906
Iter 67: loss=0.007, precip=1.270, T=5.906
Iter 68: loss=0.007, precip=1.272, T=5.906
Iter 69: loss=0.007, precip=1.273, T=5.905
Iter 70: loss=0.007, precip=1.276, T=5.905
Iter 71: loss=0.007, precip=1.277, T=5.905
Iter 72: loss=0.007, precip=1.279, T=5.905
Iter 73: loss=0.007, precip=1.256, T=5.919
Iter 74: loss=0.006, precip=1.235, T=5.932
Iter 75: loss=0.005, precip=1.216, T=5.944
Iter 76: loss=0.003, precip=1.199, T=5.955
Iter 77: loss=0.002, precip=1.184, T=5.964
Iter 78: loss=0.003, precip=1.171, T=5.973
Iter 79: loss=0.004, precip=1.160, T=5.981
Iter 80: loss=0.005, precip=1.150, T=5.988
Iter 81: loss=0.006, precip=1.141, T=5.995
Iter 82: loss=0.007, precip=1.140, T=5.997
Iter 83: loss=0.008, precip=1.139, T=6.000
Iter 84: loss=0.008, precip=1.134, T=6.005
Iter 85: loss=0.008, precip=1.134, T=6.007
Iter 86: loss=0.008, precip=1.134, T=6.009
Iter 87: loss=0.008, precip=1.134, T=6.011
Iter 88: loss=0.008, precip=1.134, T=6.012
Iter 89: loss=0.008, precip=1.134, T=6.014
Iter 90: loss=0.008, precip=1.134, T=6.015
Iter 91: loss=0.008, precip=1.134, T=6.016
Iter 92: loss=0.008, precip=1.134, T=6.017
Iter 93: loss=0.008, precip=1.134, T=6.018
Iter 94: loss=0.008, precip=1.134, T=6.019
Iter 95: loss=0.008, precip=1.135, T=6.020
Iter 96: loss=0.008, precip=1.135, T=6.021
Iter 97: loss=0.008, precip=1.175, T=5.989
Iter 98: loss=0.004, precip=1.211, T=5.960
Iter 99: loss=0.003, precip=1.245, T=5.934
Iter 100: loss=0.005, precip=1.264, T=5.920
