Iter 1: loss=0.089, precip=2.450, T=5.500
Iter 2: loss=0.085, precip=2.400, T=5.500
Iter 3: loss=0.081, precip=2.350, T=5.500
Iter 4: loss=0.077, precip=2.301, T=5.500
Iter 5: loss=0.072, precip=2.254, T=5.500
Iter 6: loss=0.068, precip=2.211, T=5.500
Iter 7: loss=0.066, precip=2.174, T=5.500
Iter 8: loss=0.063, precip=2.139, T=5.500
Iter 9: loss=0.061, precip=2.109, T=5.500
Iter 10: loss=0.059, precip=2.079, T=5.500
Iter 11: loss=0.057, precip=2.044, T=5.500
Iter 12: loss=0.055, precip=2.012, T=5.500
Iter 13: loss=0.053, precip=1.984, T=5.500
Iter 14: loss=0.052, precip=1.958, T=5.500
Iter 15: loss=0.050, precip=1.933, T=5.500
Iter 16: loss=0.049, precip=1.903, T=5.500
Iter 17: loss=0.047, precip=1.869, T=5.500
Iter 18: loss=0.045, precip=1.834, T=5.500
Iter 19: loss=0.043, precip=1.801, T=5.500
Iter 20: loss=0.040, precip=1.770, T=5.500
Iter 21: loss=0.039, precip=1.742, T=5.500
Iter 22: loss=0.038, precip=1.714, T=5.500
Iter 23: loss=0.036, precip=1.688, T=5.500
Iter 24: loss=0.035, precip=1.654, T=5.500
Iter 25: loss=0.033, precip=1.622, T=5.500
Iter 26: loss=0.031, precip=1.593, T=5.500
Iter 27: loss=0.030, precip=1.564, T=5.500
Iter 28: loss=0.029, precip=1.536, T=5.500
Iter 29: loss=0.027, precip=1.511, T=5.500
Iter 30: loss=0.025, precip=1.487, T=5.500
Iter 31: loss=0.024, precip=1.451, T=5.500
Iter 32: loss=0.022, precip=1.418, T=5.500
Iter 33: loss=0.020, precip=1.384, T=5.500
Iter 34: loss=0.017, precip=1.348, T=5.500
Iter 35: loss=0.015, precip=1.304, T=5.500
Iter 36: loss=0.013, precip=1.265, T=5.500
Iter 37: loss=0.011, precip=1.229, T=5.500
Iter 38: loss=0.009, precip=1.196, T=5.500
Iter 39: loss=0.008, precip=1.167, T=5.500
Iter 40: loss=0.006, precip=1.140, T=5.500
Iter 41: loss=0.005, precip=1.114, T=5.500
Iter 42: loss=0.003, precip=1.091, T=5.500
Iter 43: loss=0.004, precip=1.070, T=5.500
Iter 44: loss=0.005, precip=1.051, T=5.500
Iter 45: loss=0.008, precip=1.043, T=5.500
Iter 46: loss=0.008, precip=1.037, T=5.500
Iter 47: loss=0.009, precip=1.034, T=5.500
Iter 48: loss=0.010, precip=1.037, T=5.500
Iter 49: loss=0.009, precip=1.049, T=5.500
Iter 50: loss=0.008, precip=1.059, T=5.500
Iter 51: loss=0.006, precip=1.069, T=5.500
Iter 52: loss=0.005, precip=1.079, T=5.500
Iter 53: loss=0.005, precip=1.087, T=5.500
Iter 54: loss=0.004, precip=1.105, T=5.500
Iter 55: loss=0.002, precip=1.121, T=5.500
Iter 56: loss=0.004, precip=1.135, T=5.500
Iter 57: loss=0.004, precip=1.148, T=5.500
Iter 58: loss=0.005, precip=1.160, T=5.500
Iter 59: loss=0.006, precip=1.170, T=5.500
Iter 60: loss=0.007, precip=1.160, T=5.500
Iter 61: loss=0.006, precip=1.150, T=5.500
Iter 62: loss=0.005, precip=1.141, T=5.500
Iter 63: loss=0.005, precip=1.132, T=5.500
Iter 64: loss=0.004, precip=1.124, T=5.500
Iter 65: loss=0.004, precip=1.118, T=5.500
Iter 66: loss=0.004, precip=1.111, T=5.500
Iter 67: loss=0.003, precip=1.106, T=5.500
Iter 68: loss=0.002, precip=1.100, T=5.500
Iter 69: loss=0.003, precip=1.096, T=5.500
Iter 70: loss=0.003, precip=1.094, T=5.500
Iter 71: loss=0.003, precip=1.093, T=5.500
Iter 72: loss=0.003, precip=1.093, T=5.500
Iter 73: loss=0.003, precip=1.095, T=5.500
Iter 74: loss=0.003, precip=1.097, T=5.500
Iter 75: loss=0.003, precip=1.103, T=5.500
Iter 76: loss=0.003, precip=1.108, T=5.500
Iter 77: loss=0.002, precip=1.070, T=5.500
Iter 78: loss=0.005, precip=1.035, T=5.500
Iter 79: loss=0.009, precip=1.013, T=5.500
Iter 80: loss=0.011, precip=0.993, T=5.500
Iter 81: loss=0.012, precip=0.974, T=5.500
Iter 82: loss=0.014, precip=0.957, T=5.500
Iter 83: loss=0.015, precip=0.942, T=5.500
Iter 84: loss=0.016, precip=0.929, T=5.500
Iter 85: loss=0.018, precip=0.920, T=5.500
Iter 86: loss=0.019, precip=0.915, T=5.500
Iter 87: loss=0.020, precip=0.911, T=5.500
Iter 88: loss=0.020, precip=0.907, T=5.500
Iter 89: loss=0.020, precip=0.904, T=5.500
Iter 90: loss=0.021, precip=0.901, T=5.500
Iter 91: loss=0.021, precip=0.902, T=5.500
Iter 92: loss=0.021, precip=0.903, T=5.500
Iter 93: loss=0.021, precip=0.904, T=5.500
Iter 94: loss=0.021, precip=0.905, T=5.500
Iter 95: loss=0.021, precip=0.906, T=5.500
Iter 96: loss=0.020, precip=0.922, T=5.500
Iter 97: loss=0.019, precip=0.938, T=5.500
Iter 98: loss=0.016, precip=0.954, T=5.500
Iter 99: loss=0.015, precip=0.969, T=5.500
Iter 100: loss=0.014, precip=0.994, T=5.500
