Iter 1: loss=0.033, precip=1.950, T=7.000
Iter 2: loss=0.029, precip=1.916, T=7.000
Iter 3: loss=0.027, precip=1.891, T=7.000
Iter 4: loss=0.025, precip=1.869, T=7.000
Iter 5: loss=0.024, precip=1.841, T=7.000
Iter 6: loss=0.022, precip=1.818, T=7.000
Iter 7: loss=0.020, precip=1.785, T=7.000
Iter 8: loss=0.018, precip=1.757, T=7.000
Iter 9: loss=0.016, precip=1.731, T=7.000
Iter 10: loss=0.015, precip=1.707, T=7.000
Iter 11: loss=0.013, precip=1.686, T=7.000
Iter 12: loss=0.012, precip=1.666, T=7.000
Iter 13: loss=0.011, precip=1.649, T=7.000
Iter 14: loss=0.009, precip=1.633, T=7.000
Iter 15: loss=0.008, precip=1.618, T=7.000
Iter 16: loss=0.008, precip=1.605, T=7.000
Iter 17: loss=0.007, precip=1.593, T=7.000
Iter 18: loss=0.006, precip=1.583, T=7.000
Iter 19: loss=0.005, precip=1.573, T=7.000
Iter 20: loss=0.005, precip=1.561, T=7.000
Iter 21: loss=0.004, precip=1.544, T=7.000
Iter 22: loss=0.003, precip=1.529, T=7.000
Iter 23: loss=0.002, precip=1.513, T=7.000
Iter 24: loss=0.001, precip=1.490, T=7.000
Iter 25: loss=0.000, precip=1.469, T=7.000
Iter 26: loss=0.002, precip=1.457, T=7.000
Iter 27: loss=0.003, precip=1.449, T=7.000
