Iter 1: loss=0.085, precip=3.450, T=7.000
Iter 2: loss=0.084, precip=3.408, T=7.000
Iter 3: loss=0.083, precip=3.372, T=7.000
Iter 4: loss=0.083, precip=3.342, T=7.000
Iter 5: loss=0.083, precip=3.317, T=7.000
Iter 6: loss=0.083, precip=3.296, T=7.000
Iter 7: loss=0.082, precip=3.277, T=7.000
Iter 8: loss=0.082, precip=3.249, T=7.000
Iter 9: loss=0.081, precip=3.224, T=7.000
Iter 10: loss=0.081, precip=3.202, T=7.000
Iter 11: loss=0.081, precip=3.182, T=7.000
Iter 12: loss=0.080, precip=3.164, T=7.000
Iter 13: loss=0.080, precip=3.146, T=7.000
Iter 14: loss=0.079, precip=3.129, T=7.000
Iter 15: loss=0.079, precip=3.101, T=7.000
Iter 16: loss=0.078, precip=3.074, T=7.000
Iter 17: loss=0.077, precip=3.049, T=7.000
Iter 18: loss=0.076, precip=3.026, T=7.000
Iter 19: loss=0.075, precip=3.001, T=7.000
Iter 20: loss=0.074, precip=2.978, T=7.000
Iter 21: loss=0.073, precip=2.956, T=7.000
Iter 22: loss=0.073, precip=2.935, T=7.000
Iter 23: loss=0.073, precip=2.917, T=7.000
Iter 24: loss=0.071, precip=2.899, T=7.000
Iter 25: loss=0.072, precip=2.884, T=7.000
Iter 26: loss=0.071, precip=2.869, T=7.000
Iter 27: loss=0.070, precip=2.851, T=7.000
Iter 28: loss=0.069, precip=2.827, T=7.000
Iter 29: loss=0.068, precip=2.805, T=7.000
Iter 30: loss=0.068, precip=2.771, T=7.000
Iter 31: loss=0.066, precip=2.740, T=7.000
Iter 32: loss=0.065, precip=2.711, T=7.000
Iter 33: loss=0.064, precip=2.685, T=7.000
Iter 34: loss=0.062, precip=2.661, T=7.000
Iter 35: loss=0.061, precip=2.636, T=7.000
Iter 36: loss=0.060, precip=2.614, T=7.000
Iter 37: loss=0.059, precip=2.586, T=7.000
Iter 38: loss=0.058, precip=2.559, T=7.000
Iter 39: loss=0.057, precip=2.533, T=7.000
Iter 40: loss=0.055, precip=2.510, T=7.000
Iter 41: loss=0.054, precip=2.489, T=7.000
Iter 42: loss=0.053, precip=2.469, T=7.000
Iter 43: loss=0.052, precip=2.448, T=7.000
Iter 44: loss=0.051, precip=2.429, T=7.000
Iter 45: loss=0.050, precip=2.398, T=7.000
Iter 46: loss=0.049, precip=2.362, T=7.000
Iter 47: loss=0.047, precip=2.329, T=7.000
Iter 48: loss=0.045, precip=2.287, T=7.000
Iter 49: loss=0.043, precip=2.249, T=7.000
Iter 50: loss=0.041, precip=2.215, T=7.000
Iter 51: loss=0.039, precip=2.180, T=7.000
Iter 52: loss=0.038, precip=2.148, T=7.000
Iter 53: loss=0.036, precip=2.118, T=7.000
Iter 54: loss=0.034, precip=2.091, T=7.000
Iter 55: loss=0.033, precip=2.065, T=7.000
Iter 56: loss=0.032, precip=2.042, T=7.000
Iter 57: loss=0.032, precip=2.020, T=7.000
Iter 58: loss=0.031, precip=2.001, T=7.000
Iter 59: loss=0.030, precip=1.981, T=7.000
Iter 60: loss=0.029, precip=1.962, T=7.000
Iter 61: loss=0.027, precip=1.942, T=7.000
Iter 62: loss=0.026, precip=1.924, T=7.000
Iter 63: loss=0.025, precip=1.907, T=7.000
Iter 64: loss=0.024, precip=1.890, T=7.000
Iter 65: loss=0.023, precip=1.875, T=7.000
Iter 66: loss=0.022, precip=1.861, T=7.000
Iter 67: loss=0.021, precip=1.848, T=7.000
Iter 68: loss=0.020, precip=1.837, T=7.000
Iter 69: loss=0.020, precip=1.826, T=7.000
Iter 70: loss=0.019, precip=1.792, T=7.000
Iter 71: loss=0.017, precip=1.760, T=7.000
Iter 72: loss=0.015, precip=1.732, T=7.000
Iter 73: loss=0.014, precip=1.688, T=7.000
Iter 74: loss=0.011, precip=1.648, T=7.000
Iter 75: loss=0.009, precip=1.596, T=7.000
Iter 76: loss=0.006, precip=1.549, T=7.000
Iter 77: loss=0.003, precip=1.506, T=7.000
Iter 78: loss=0.001, precip=1.467, T=7.000
Iter 79: loss=0.002, precip=1.432, T=7.000
Iter 80: loss=0.006, precip=1.428, T=7.000
Iter 81: loss=0.006, precip=1.438, T=7.000
Iter 82: loss=0.005, precip=1.448, T=7.000
Iter 83: loss=0.004, precip=1.457, T=7.000
Iter 84: loss=0.003, precip=1.466, T=7.000
Iter 85: loss=0.002, precip=1.473, T=7.000
Iter 86: loss=0.002, precip=1.480, T=7.000
Iter 87: loss=0.001, precip=1.486, T=7.000
Iter 88: loss=0.001, precip=1.492, T=7.000
Iter 89: loss=0.001, precip=1.515, T=7.000
Iter 90: loss=0.001, precip=1.536, T=7.000
Iter 91: loss=0.002, precip=1.555, T=7.000
Iter 92: loss=0.004, precip=1.571, T=7.000
Iter 93: loss=0.005, precip=1.580, T=7.000
Iter 94: loss=0.005, precip=1.587, T=7.000
Iter 95: loss=0.006, precip=1.594, T=7.000
Iter 96: loss=0.006, precip=1.599, T=7.000
Iter 97: loss=0.006, precip=1.604, T=7.000
Iter 98: loss=0.006, precip=1.608, T=7.000
Iter 99: loss=0.007, precip=1.607, T=7.000
Iter 100: loss=0.007, precip=1.607, T=7.000
